global_stop_id	parent_station_global_stop_id	location_name	distance	location_type	route_type	stop_lat	stop_lon	stop_name	stop_code	rt_stop_id	wheelchair_boarding
WMATA:107831		Washington, DC	1459	0	3	38.9073856	-77.0423270	Connecticut Av NW / N St NW	1001375	6344	0
WMATA:107832		Washington, DC	1269	0	3	38.9058388	-77.0413830	Connecticut Av NW / M St NW	1001343	6259	0
WMATA:98769		Washington, DC	1433	0	3	38.9058298	-77.0271550	11 St NW / M St NW	1001341	6255	0
WMATA:107850		Washington, DC	1212	0	3	38.9054521	-77.0408070	Connecticut Av NW / M St NW	1001326	6225	0
WMATA:105780		Washington, DC	1443	0	3	38.9052812	-77.0467340	21 St NW / M St NW	1003491	21783	0
WMATA:105061		Washington, DC	1127	0	3	38.9052452	-77.0366520	16 St NW / M St NW	1002881	11784	0
WMATA:114548		Washington, DC	1487	0	3	38.9044718	-77.0240890	9 St NW / L St NW	1003213	27956	0
WMATA:105781		Washington, DC	1331	0	3	38.9039592	-77.0467340	21 St NW / L St NW	1001296	6151	0
WMATA:107893		Washington, DC	1047	0	3	38.9039232	-77.0320930	14 St NW / L St NW	1001294	6149	0
WMATA:107833		Washington, DC	1036	0	3	38.9039232	-77.0402860	Connecticut Av NW / L St NW	1001295	6150	0
WMATA:107906		Washington, DC	1017	0	3	38.9035365	-77.0317870	14 St NW / L St NW	1001279	21963	0
WMATA:107849		Washington, DC	976	0	3	38.9035185	-77.0396650	Connecticut Av NW / L St NW	1001276	21940	0
WMATA:107894		Washington, DC	933	0	3	38.9028261	-77.0320840	14 St NW / K St NW	1001259	6077	0
WMATA:116356		Washington, DC	1038	0	3	38.9028171	-77.0295840	13 St NW / K St NW	1001258	6076	0
WMATA:98783		Washington, DC	1184	0	3	38.9028081	-77.0268950	11 St NW / K St NW	1001264	6083	0
WMATA:115965		Washington, DC	839	0	3	38.9026372	-77.0370390	K St NW / 16 St NW	1001242	20490	0
WMATA:115963		Washington, DC	896	0	3	38.9026102	-77.0325690	K St NW / 14 St NW	1001239	6051	0
WMATA:114313		Washington, DC	839	0	3	38.9026102	-77.0352580	K St NW / 15 St NW	1001244	20491	0
WMATA:115966		Washington, DC	870	0	3	38.9026102	-77.0392330	K St NW / Connecticut Av NW	1001241	20489	0
WMATA:115967		Washington, DC	942	0	3	38.9026102	-77.0414370	K St NW / 18 St NW	1001236	21939	0
WMATA:105786		Washington, DC	818	0	3	38.9024663	-77.0368230	K St NW / 16 St NW	1001226	6035	0
WMATA:99121		Washington, DC	1168	0	3	38.9024573	-77.0267060	K St NW / 11 St NW	1003509	21655	0
WMATA:105785		Washington, DC	867	0	3	38.9024573	-77.0397190	K St NW / 17 St NW	1001229	6040	0
WMATA:107892		Washington, DC	1361	0	3	38.9068910	-77.0320930	14 St NW / N St NW	1001360	6302	0
WMATA:105782		Washington, DC	1117	0	3	38.9024573	-77.0451690	K St NW / 20 St NW	1001213	6021	0
WMATA:105784		Washington, DC	949	0	3	38.9024483	-77.0419940	K St NW / 18 St NW	1001214	6023	0
WMATA:105783		Washington, DC	1033	0	3	38.9024483	-77.0437030	K St NW / 19 St NW	1001219	6028	0
WMATA:105697		Washington, DC	1404	0	3	38.9059107	-77.0447820	20 St NW / M St NW	1001347	6267	0
WMATA:98890		Washington, DC	987	0	3	38.9024393	-77.0299070	K St NW / 13 St NW	1001220	6029	0
WMATA:116400		Washington, DC	843	0	3	38.9023314	-77.0393320	17 St NW / K St NW	1001212	28080	0
WMATA:100549		Washington, DC	889	0	3	38.9022865	-77.0318140	14 St NW / K St NW	1001209	21962	0
WMATA:97693		Washington, DC	1316	0	3	38.9021695	-77.0485770	Pennsylvania Av NW / 22 St NW	1001202	5996	0
WMATA:99115		Washington, DC	1280	0	3	38.9020976	-77.0246010	New York Av NW / 9 St NW	1003660	17171	0
WMATA:105787		Washington, DC	827	0	3	38.9024573	-77.0348180	K St NW / 15 St NW	1001221	6030	0
WMATA:97702		Washington, DC	1333	0	3	38.9019987	-77.0489730	Pennsylvania Av NW / 22 St NW	1001198	5988	0
WMATA:99123		Washington, DC	1493	0	3	38.9019447	-77.0215080	Massachussets Av NW / 7 Av NW	1003818	21654	0
WMATA:98856		Washington, DC	1467	0	3	38.9018818	-77.0218220	7 St NW / Massachusetts Av NW	1001195	5980	0
WMATA:116234		Washington, DC	918	0	3	38.9015760	-77.0297630	13 St NW / I St NW	1001190	18198	0
WMATA:121821		Washington, DC	1154	0	3	38.9054880	-77.0364270	16 St NW / M St NW	1001325	28234	0
WMATA:121829		Washington, DC	941	0	3	38.9035725	-77.0363820	16 St NW / L St NW	1002911	28235	0
WMATA:99261		Washington, DC	737	0	3	38.9015220	-77.0386040	17 St NW / I St NW	1001193	5968	0
WMATA:98772		Washington, DC	1067	0	3	38.9015130	-77.0271730	11 St NW / I St NW	1003466	16861	0
WMATA:99254		Washington, DC	1277	0	3	38.9014861	-77.0240800	9 St NW / New York Av NW	1003527	18695	0
WMATA:117441		Washington, DC	888	0	3	38.9014411	-77.0300870	Franklin Square / Bay A	1001187	5953	0
WMATA:115506		Washington, DC	965	0	3	38.9024393	-77.0303750	K St NW / 13 St NW	1003944	27939	0
WMATA:97689		Washington, DC	724	0	3	38.9014411	-77.0343590	I St NW / 15 St NW	1001185	5948	0
WMATA:107629		Washington, DC	831	0	3	38.9014141	-77.0415450	I St NW / 18 St NW	1001181	28077	0
WMATA:97691		Washington, DC	954	0	3	38.9014051	-77.0438650	I St NW / 19 St NW	1001176	28076	0
WMATA:97703		Washington, DC	1133	0	3	38.9012432	-77.0468240	Pennsylvania Av NW / 21 St NW	1001182	5943	0
WMATA:98889		Washington, DC	892	0	3	38.9024483	-77.0321830	K St NW / 14 St NW	1001222	6031	0
WMATA:108310		Washington, DC	722	0	3	38.9011983	-77.0393140	17 St NW / I St NW	1003663	18071	0
WMATA:115900		Washington, DC	812	0	3	38.9011803	-77.0415990	18 St NW / I St NW	1001174	5924	0
WMATA:115961		Washington, DC	896	0	3	38.9011084	-77.0294400	13 St NW / I St NW	1001175	5925	0
WMATA:115962		Washington, DC	988	0	3	38.9026102	-77.0302310	K St NW / 13 St NW	1001231	6043	0
WMATA:115911		Washington, DC	898	0	3	38.9009555	-77.0435410	19 St NW / I St NW	1001171	5918	0
WMATA:107999		Washington, DC	1051	0	3	38.8877175	-77.0287920	Independence Av SW / 12 St SW	1000742	4945	0
WMATA:105792		Washington, DC	685	0	3	38.8985273	-77.0297630	13 St NW / G St NW	1001085	5746	0
WMATA:107907		Washington, DC	1387	0	3	38.9070708	-77.0318140	14 St NW / N St NW	1001362	18196	0
WMATA:98851		Washington, DC	1313	0	3	38.8918723	-77.0217690	7 St NW / Constitution Av NW	1000846	5205	0
WMATA:97708		Washington, DC	361	0	3	38.8953977	-77.0322010	Pennsylvania Av NW / 14 St NW	1000985	5492	0
WMATA:97687		Washington, DC	410	0	3	38.8956405	-77.0316700	Pennsylvania Av NW / 14 St NW	1000993	16684	0
WMATA:120165		Washington, DC	624	0	3	38.8949300	-77.0435770	19 St NW / E St NW	1000975	28143	0
WMATA:115426		Washington, DC	463	0	3	38.8942465	-77.0416080	18 St NW / D St NW	1000942	5396	0
WMATA:120166		Washington, DC	642	0	3	38.8938418	-77.0436040	19 St NW / Virginia Av NW	1000934	28142	0
WMATA:116350		Washington, DC	567	0	3	38.8919623	-77.0312020	Constitution Av NW / 14 St NW	1000859	5232	0
WMATA:115901		Washington, DC	921	0	3	38.9023224	-77.0415990	18 St NW / K St NW	1001210	6012	0
WMATA:97688		Washington, DC	379	0	3	38.8976819	-77.0334870	15 St NW / F St NW	1001060	5670	0
WMATA:107663		Washington, DC	924	0	3	38.8936530	-77.0258420	10 St NW / Pennsylvania Av NW	1003288	13752	0
WMATA:97710		Washington, DC	971	0	3	38.8940757	-77.0252220	Pennsylvania Av NW / 10 St NW	1000944	19153	0
WMATA:100761		Washington, DC	778	0	3	38.8889495	-77.0321020	14 St SW / Jefferson Dr SW	1000757	5006	0
WMATA:116345		Washington, DC	1148	0	3	38.8919802	-77.0490090	Constitution Av NW / 22 St NW	1000852	5224	0
WMATA:120167		Washington, DC	791	0	3	38.8922411	-77.0447370	Constitution Av NW / 20 St NW	1000870	5246	0
WMATA:115427		Washington, DC	453	0	3	38.8952358	-77.0416080	18 St NW / E St NW	1000979	5483	0
WMATA:97697		Washington, DC	937	0	3	38.8973042	-77.0468420	F St NW / 21 St NW	1001047	5645	0
WMATA:115423		Washington, DC	858	0	3	38.8949480	-77.0462840	Virginia Av NW / 21 St NW	1000977	5479	0
WMATA:98892		Washington, DC	1175	0	3	38.8997414	-77.0241610	H St NW / 9 St NW	1001103	19336	0
WMATA:106432		Washington, DC	1180	0	3	38.8934282	-77.0229020	Pennsylvania Av NW / 7 St NW	1003763	18208	0
WMATA:109225		Washington, DC	907	0	3	38.8933922	-77.0261210	10 St NW / Pennsylvania Av NW	1000910	22008	0
WMATA:115424		Washington, DC	599	0	3	38.8930774	-77.0427860	Virginia Av NW / 19 St NW	1000896	5312	0
WMATA:98853		Washington, DC	1262	0	3	38.8959822	-77.0218220	7 St NW / E St NW	1000995	5525	0
WMATA:97695		Washington, DC	1259	0	3	38.8984913	-77.0502500	23 St NW / G St NW	1001083	5744	0
WMATA:100756		Washington, DC	528	0	3	38.8985093	-77.0320930	14 St NW / G St NW	1001076	5725	0
WMATA:116126		Washington, DC	1404	0	3	38.8995345	-77.0515630	H St NW / 24 St NW	1001099	5790	0
WMATA:98822		Washington, DC	1252	0	3	38.8936260	-77.0220200	7 St NW / Pennsylvania Av NW	1000928	5363	0
WMATA:98824		Washington, DC	1477	0	3	38.8878434	-77.0220740	7 St SW / Independence Av SW	1000748	4957	0
WMATA:98821		Washington, DC	1248	0	3	38.8963420	-77.0220200	7 St NW / E St NW	1001019	5571	0
WMATA:98852		Washington, DC	1267	0	3	38.8937789	-77.0218130	7 St NW / Pennsylvania Av NW	1000930	5366	0
WMATA:97711		Washington, DC	1237	0	3	38.8932573	-77.0222630	Pennsylvania Av NW / 7 St NW	1003033	21788	0
WMATA:107834		Washington, DC	767	0	3	38.9015400	-77.0395750	17 St NW / I St NW	1001192	5961	0
WMATA:98884		Washington, DC	938	0	3	38.8999123	-77.0274340	H St NW / 11 St NW	1001114	21566	0
WMATA:100543		Washington, DC	839	0	3	38.8884639	-77.0317960	14 St SW / Jefferson Dr SW	1000753	4980	0
WMATA:98778		Washington, DC	754	0	3	38.8932303	-77.0279920	12 St NW / Constitution Av NW	1000901	5319	0
WMATA:100760		Washington, DC	479	0	3	38.8923670	-77.0320930	14 St NW / Constitution Av NW	1000878	5259	0
WMATA:99900		Washington, DC	558	0	3	38.9001281	-77.0360140	H St NW / 16 St NW	1003702	28083	0
WMATA:107987		Washington, DC	975	0	3	38.8874567	-77.0308700	Independence Av SW / 14 St SW	1002966	12085	0
WMATA:97686		Washington, DC	664	0	3	38.8953617	-77.0286930	Pennsylvania Av NW / 12 St NW	1000981	5486	0
WMATA:116339		Washington, DC	321	0	3	38.8922231	-77.0363910	Constitution Av NW / 16 St NW	1000874	5253	0
WMATA:105070		Washington, DC	923	0	3	38.8927806	-77.0261210	10 St NW / Constitution Av NW	1003432	15371	0
WMATA:107989		Washington, DC	1284	0	3	38.8854422	-77.0282350	12 St SW / C St SW	1000679	4773	0
WMATA:105684		Washington, DC	617	0	3	38.8962340	-77.0293770	E St NW / 13 St NW	1003197	13537	0
WMATA:116125		Washington, DC	1497	0	3	38.8980956	-77.0532450	25 St NW / F St NW	1003152	16817	0
WMATA:98776		Washington, DC	900	0	3	38.8938149	-77.0260940	10 St NW / Pennsylvania Av NW	1003691	21794	0
WMATA:116121		Washington, DC	1368	0	3	38.8981586	-77.0516890	Virginia Av NW / G St NW	1003063	18780	0
WMATA:106433		Washington, DC	1413	0	3	38.8927806	-77.0203030	Pennsylvania Av NW / 6 St NW	1000889	21626	0
WMATA:107988		Washington, DC	1086	0	3	38.8874477	-77.0285670	Independence Av SW / 12 St SW	1000721	4897	0
WMATA:98887		Washington, DC	785	0	3	38.9020167	-77.0344760	15 St / I St NW+K St NW	1001199	5990	0
WMATA:107744		Washington, DC	1082	0	3	38.8922321	-77.0244310	Constitution Av NW / 9 St NW	1003265	13724	0
WMATA:100542		Washington, DC	990	0	3	38.8869620	-77.0317330	14 St SW / Independence Av SW	1000710	4864	0
WMATA:115428		Washington, DC	511	0	3	38.8972233	-77.0416260	18 St NW / F St NW	1001040	5634	0
WMATA:105798		Washington, DC	1405	0	3	38.8960452	-77.0201680	E St NW / 6 St NW	1001002	27699	0
WMATA:97709		Washington, DC	631	0	3	38.8951279	-77.0290620	Pennsylvania Av NW / 13 St NW	1000976	21787	0
WMATA:116338		Washington, DC	437	0	3	38.8922321	-77.0329380	Constitution Av NW / 15 St NW	1000875	5254	0
WMATA:115432		Washington, DC	919	0	3	38.8876995	-77.0316520	Independence Av SW / 14 St SW	1000733	27573	0
WMATA:107998		Washington, DC	1348	0	3	38.8848756	-77.0280100	12 St SW / D St SW	1003916	28174	0
WMATA:98784		Washington, DC	1417	0	3	38.9055240	-77.0269220	11 St NW / M St NW	1001329	6230	0
WMATA:97684		Washington, DC	1201	0	3	38.8936710	-77.0226050	Pennsylvania Av NW / 7 St NW	1003398	16660	0
WMATA:116349		Washington, DC	415	0	3	38.8919713	-77.0389730	Constitution Av NW / 17 St NW	1000851	5223	0
WMATA:104179		Washington, DC	1115	0	3	38.8927717	-77.0238280	9 St NW / Constitution Av NW	1000886	21789	0
WMATA:116348		Washington, DC	722	0	3	38.8919802	-77.0436850	Constitution Av NW / 19 St NW	1000860	5233	0
WMATA:105680		Washington, DC	1454	0	3	38.8962340	-77.0196280	E St NW / 6 St NW	1001010	27701	0
WMATA:97692		Washington, DC	1050	0	3	38.9014141	-77.0454120	I St NW / 20 St NW	1001179	21743	0
WMATA:100762		Washington, DC	968	0	3	38.8870520	-77.0321380	14 St SW / Independence Av SW	1000712	4874	0
WMATA:98777		Washington, DC	934	0	3	38.8924389	-77.0261210	10 St NW / Constitution Av NW	1003570	16909	0
WMATA:116346		Washington, DC	972	0	3	38.8919802	-77.0468600	Constitution Av NW / 21 St NW	1000855	5227	0
WMATA:97698		Washington, DC	969	0	3	38.8959103	-77.0475340	Virginia Av NW / E St NW	1003537	17576	0
WMATA:116427		Washington, DC	881	0	3	38.8960542	-77.0464730	E St NW / 21 St NW	1003959	28110	0
WMATA:100544		Washington, DC	408	0	3	38.8942016	-77.0317870	14 St NW / D St NW	1002973	18891	0
WMATA:98854		Washington, DC	1295	0	3	38.8977539	-77.0217870	7 St NW / F St NW	1003417	15234	0
WMATA:109152		Washington, DC	818	0	3	38.9024663	-77.0359510	K St NW / 16 St NW	1003703	16893	0
WMATA:98823		Washington, DC	1276	0	3	38.8923220	-77.0220650	7 St NW / Constitution Av NW	1000880	5262	0
WMATA:98782		Washington, DC	1033	0	3	38.9007756	-77.0269040	11 St NW / New York Av NW	1001159	18696	0
WMATA:115419		Washington, DC	677	0	3	38.8975291	-77.0435500	19 St NW / F St NW	1001056	5662	0
WMATA:105793		Washington, DC	632	0	3	38.8975470	-77.0297540	13 St NW / F St NW	1001054	5660	0
WMATA:99265		Washington, DC	758	0	3	38.8997414	-77.0299340	H St NW / 13 St NW	1001124	21796	0
WMATA:105796		Washington, DC	1142	0	3	38.8960542	-77.0232160	E St NW / 8 St NW	1000997	5529	0
WMATA:105794		Washington, DC	788	0	3	38.8960632	-77.0273350	E St NW / 11 St NW	1001005	5541	0
WMATA:105797		Washington, DC	1291	0	3	38.8960452	-77.0214990	E St NW / 7 St NW	1001003	5537	0
WMATA:100546		Washington, DC	456	0	3	38.8971963	-77.0318230	14 St NW / F St NW	1001037	16813	0
WMATA:116347		Washington, DC	829	0	3	38.8919802	-77.0450700	Constitution Av NW / 20 St NW	1000858	5231	0
WMATA:97700		Washington, DC	1229	0	3	38.8981766	-77.0500160	23 St NW / G St NW	1001082	16424	0
WMATA:97704		Washington, DC	733	0	3	38.9001371	-77.0418680	H St NW / 18 St NW	1001148	5862	0
WMATA:105682		Washington, DC	1093	0	3	38.8962250	-77.0238100	E St NW / 9 St NW	1001014	5554	0
WMATA:105068		Washington, DC	807	0	3	38.8963869	-77.0271820	11 St NW / E St NW	1001018	21798	0
WMATA:107901		Washington, DC	663	0	3	38.8974571	-77.0293140	F St NW / 13 St NW	1001049	18201	0
WMATA:98855		Washington, DC	1356	0	3	38.8996335	-77.0218130	7 St NW / H St NW	1003418	15235	0
WMATA:105681		Washington, DC	1272	0	3	38.8962250	-77.0217330	E St NW / 7 St NW	1001011	5551	0
WMATA:97685		Washington, DC	935	0	3	38.8944983	-77.0255820	Pennsylvania Av NW / 10 St NW	1000948	5413	0
WMATA:105683		Washington, DC	772	0	3	38.8962340	-77.0275600	E St NW / 11 St NW	1003830	18843	0
WMATA:107896		Washington, DC	514	0	3	38.8972683	-77.0311030	F St NW / 14 St NW	1001046	21874	0
WMATA:107897		Washington, DC	673	0	3	38.8972683	-77.0290890	F St NW / 13 St NW	1001042	5637	0
WMATA:98771		Washington, DC	1159	0	3	38.9026912	-77.0271730	11 St NW / K St NW	1001249	6065	0
WMATA:97696		Washington, DC	1128	0	3	38.8972952	-77.0490990	F St NW / 22 St NW	1001044	5641	0
WMATA:99122		Washington, DC	1260	0	3	38.9018008	-77.0246100	New York Av NW / 9 St NW	1003525	21656	0
WMATA:107899		Washington, DC	781	0	3	38.8974301	-77.0278390	F St NW / 12 St NW	1001051	18202	0
WMATA:99114		Washington, DC	1495	0	3	38.9021695	-77.0216610	Massachusetts Av NW / 7 St NW	1003521	17067	0
WMATA:97690		Washington, DC	738	0	3	38.9014231	-77.0390620	I St NW / 17 St NW	1001183	5946	0
WMATA:116340		Washington, DC	385	0	3	38.8922411	-77.0388650	Constitution Av NW / 17 St NW	1000869	5245	0
WMATA:107902		Washington, DC	558	0	3	38.8974571	-77.0306540	F St NW / 14 St NW	1001048	5648	0
WMATA:107851		Washington, DC	1335	0	3	38.9064593	-77.0414280	Connecticut Av NW / 18 St NW	1001352	6285	0
WMATA:100757		Washington, DC	466	0	3	38.8976640	-77.0320840	14 St NW / F St NW	1001052	5656	0
WMATA:98891		Washington, DC	937	0	3	38.8997414	-77.0273080	H St NW / 11 St NW	1001108	21797	0
WMATA:100755		Washington, DC	744	0	3	38.9009195	-77.0320840	14 St NW / I St NW	1001169	5914	0
WMATA:98819		Washington, DC	1354	0	3	38.8999842	-77.0220200	7 St NW / H St NW	1001132	5842	0
WMATA:100547		Washington, DC	599	0	3	38.8991748	-77.0318140	14 St NW / New York Av NW	1001093	5776	0
WMATA:98780		Washington, DC	885	0	3	38.8981496	-77.0269040	11 St NW / G St NW	1001068	5695	0
WMATA:105685		Washington, DC	685	0	3	38.8981586	-77.0294850	13 St NW / G St NW	1001073	5706	0
WMATA:100545		Washington, DC	405	0	3	38.8959732	-77.0318140	14 St NW / Pennsylvania Av NW	1000992	5515	0
WMATA:115418		Washington, DC	729	0	3	38.8985453	-77.0435500	19 St NW / G St NW	1001080	5738	0
WMATA:97694		Washington, DC	1334	0	3	38.9003619	-77.0502320	23 St NW / I St NW	1003183	13481	0
WMATA:98893		Washington, DC	1382	0	3	38.8997234	-77.0215440	H St NW / 7 St NW	1001105	19339	0
WMATA:120173		Washington, DC	1133	0	3	38.8986352	-77.0240710	9 St NW / G St NW	1001084	27664	0
WMATA:98820		Washington, DC	1300	0	3	38.8986622	-77.0220470	7 St NW / G St NW	1001086	5749	0
WMATA:116120		Washington, DC	1072	0	3	38.8965038	-77.0486310	Virginia Av NW / 22 St NW	1001021	5574	0
WMATA:97701		Washington, DC	1342	0	3	38.9008655	-77.0499980	23 St NW / I St NW	1001168	5912	0
WMATA:100759		Washington, DC	371	0	3	38.8948131	-77.0320840	14 St NW / D St NW	1000956	5438	0
WMATA:122006		Washington, DC	735	0	3	38.8989860	-77.0294760	13 St NW / H St NW	1003958	28108	0
WMATA:97706		Washington, DC	565	0	3	38.9001281	-77.0353390	H St NW / Madison Pl NW	1001141	21786	0
WMATA:115398		Washington, DC	493	0	3	38.8990489	-77.0337470	15 St NW / New York Av NW	1003733	27864	0
WMATA:98774		Washington, DC	843	0	3	38.8976729	-77.0272000	11 St NW / F St NW	1001061	21792	0
WMATA:115430		Washington, DC	652	0	3	38.8993187	-77.0416260	18 St NW / Pennsylvania Av NW	1001091	5772	0
WMATA:104173		Washington, DC	1405	0	3	38.9010544	-77.0220200	7 St NW / I St NW	1001177	5930	0
WMATA:115429		Washington, DC	561	0	3	38.8981136	-77.0415900	18 St NW / G St NW	1001069	5699	0
WMATA:121959		Washington, DC	757	0	3	38.8993187	-77.0294850	13 St NW / H St NW	1003957	28241	0
WMATA:100548		Washington, DC	777	0	3	38.9011353	-77.0318050	14 St NW / I St NW	1001178	21966	0
WMATA:106638		Washington, DC	927	0	3	38.8994176	-77.0272000	11 St NW / H St NW	1001097	5786	0
WMATA:115417		Washington, DC	808	0	3	38.8997414	-77.0435680	19 St NW / H St NW	1001112	5811	0
WMATA:105791		Washington, DC	750	0	3	38.8994806	-77.0297630	13 St NW / H St NW	1001106	5803	0
WMATA:115425		Washington, DC	494	0	3	38.8934192	-77.0416440	18 St NW / C St NW	1000911	5336	0
WMATA:105686		Washington, DC	781	0	3	38.8996694	-77.0294760	13 St NW / H St NW	1001110	5808	0
WMATA:98894		Washington, DC	1492	0	3	38.8997414	-77.0201770	H St NW / 6 St NW	1001104	19340	0
WMATA:107622		Washington, DC	1182	0	3	38.9023674	-77.0463470	K St NW / 21 St NW	1001216	6025	0
WMATA:99116		Washington, DC	1020	0	3	38.9014051	-77.0277850	I St NW / 12 St NW	1001184	5947	0
WMATA:98850		Washington, DC	1422	0	3	38.8892283	-77.0217690	7 St SW / Jefferson Dr SW	1000750	4965	0
WMATA:115463		Washington, DC	1394	0	3	38.8999123	-77.0214720	H St NW / 7 St NW	1001121	27966	0
WMATA:99255		Washington, DC	1198	0	3	38.9000831	-77.0240800	9 St NW / H St NW	1001134	5845	0
WMATA:97705		Washington, DC	648	0	3	38.9001461	-77.0401600	H St NW / 17 St NW	1001133	21785	0
WMATA:100758		Washington, DC	396	0	3	38.8963779	-77.0320840	14 St NW / Pennsylvania Av NW	1001017	5564	0
WMATA:99264		Washington, DC	708	0	3	38.9001551	-77.0313640	H St NW / 14 St NW	1003467	21795	0
LCVA:701		Washington, DC	1239	0	3	38.8876815	-77.0256810	Independence St Ave / Lenfant Plaza	320	320	0
LCVA:651		Washington, DC	1087	0	3	38.8875016	-77.0284770	Independence / 12th St	338	338	0
LCVA:652		Washington, DC	1339	0	3	38.8874836	-77.0243860	Independence / 9th St	339	339	0
LCVA:583		Washington, DC	852	0	3	38.8974751	-77.0269940	11th St NW / F St NW	419	419	0
LCVA:649		Washington, DC	896	0	3	38.9024933	-77.0322190	K St / 14th St	335	335	0
LCVA:703		Washington, DC	407	0	3	38.8941746	-77.0318140	14th St / Constitution Ave	322	322	0
LCVA:702		Washington, DC	1057	0	3	38.8876905	-77.0287290	Independence St Ave / 12th St	321	321	0
LCVA:707		Washington, DC	782	0	3	38.8994356	-77.0435050	19th St / H St	327	327	0
LCVA:708		Washington, DC	636	0	3	38.8965488	-77.0434870	19th St / E St	328	328	0
LCVA:644		Washington, DC	446	0	3	38.8952268	-77.0415270	18th St / E St	330	330	0
LCVA:588		Washington, DC	830	0	3	38.8973042	-77.0271820	F St NW / 11th St NW	418	418	0
LCVA:704		Washington, DC	743	0	3	38.9013961	-77.0334420	I St / 15th St	324	324	0
LCVA:706		Washington, DC	943	0	3	38.9013692	-77.0437210	I St / 19th St	326	326	0
LCVA:647		Washington, DC	872	0	3	38.9024933	-77.0397910	K St / 17th St	333	333	0
LCVA:645		Washington, DC	561	0	3	38.8981406	-77.0415630	18th St / G St	331	331	0
LCVA:643		Washington, DC	839	0	3	38.8949750	-77.0460590	Virginia Ave / 21st St / State Dept	329	329	0
LCVA:705		Washington, DC	710	0	3	38.9013512	-77.0381270	I St / Connecticut Ave	325	325	0
LCVA:648		Washington, DC	835	0	3	38.9025293	-77.0348630	K St / 15th St	334	334	0
LCVA:646		Washington, DC	913	0	3	38.9022775	-77.0415540	18th St / K St	332	332	0
LCVA:650		Washington, DC	429	0	3	38.8932843	-77.0319940	14th St / Constitution Ave	337	337	0
MDTAC:1683		Washington, DC	1234	0	3	38.9061086	-77.0343770	15th St / M / Massachusetts Ave NW	11801	11801	0
MDTAC:2119		Washington, DC	1463	0	3	38.9057219	-77.0463830	M St / 21st St NW	11746	11746	0
MDTAC:1598		Washington, DC	1241	0	3	38.9055150	-77.0415900	18th St / M St NW	11898	11898	0
MDTAC:1659		Washington, DC	1153	0	3	38.9054790	-77.0366430	16th St / M St NW	11790	11790	0
MDTAC:2310		Washington, DC	1440	0	3	38.9052812	-77.0466800	21st St / M St NW	11586	11586	0
MDTAC:2122		Washington, DC	1326	0	3	38.9036894	-77.0470120	L St / 21st St NW	11673	11673	0
MDTAC:2212		Washington, DC	872	0	3	38.9026282	-77.0392420	K St / 17th St / Connecticut NW	11584	11584	0
MDTAC:1367		Washington, DC	946	0	3	38.9026012	-77.0415720	K St / 18th St NW	11712	11712	0
MDTAC:1365		Washington, DC	897	0	3	38.9025922	-77.0324880	K St / 14th St NW	11710	11710	0
MDTAC:2243		Washington, DC	1022	0	3	38.9025922	-77.0432260	K St / 19th St NW	11585	11585	0
MDTAC:2216		Washington, DC	726	0	3	38.8958383	-77.0447100	20th St / E St NW	11590	11590	0
MDTAC:1364		Washington, DC	991	0	3	38.9025922	-77.0301410	K St / 13th St NW	11582	11582	0
MDTAC:1436		Washington, DC	674	0	3	38.8953167	-77.0285850	Pennsylvania Ave / 12th St NW	11580	11580	0
MDTAC:1595		Washington, DC	456	0	3	38.8952448	-77.0416350	18th St / E St NW	11895	11895	0
MDTAC:1583		Washington, DC	514	0	3	38.8921151	-77.0318320	Constitution Ave / 14th St NW	11821	11821	0
MDTAC:1413		Washington, DC	691	0	3	38.8948401	-77.0283790	Pennsylvania Ave / 12th St NW	11759	11759	0
MDTAC:1843		Washington, DC	1302	0	3	38.9054341	-77.0434870	19th St / M St NW	12044	12044	0
MDTAC:2217		Washington, DC	997	0	3	38.9011893	-77.0448450	20th St / I St NW	11591	11591	0
MDTAC:2070		Washington, DC	969	0	3	38.8941116	-77.0252400	Pennsylvania Ave / 10th St NW	11598	11598	0
MDTAC:1435		Washington, DC	1102	0	3	38.8939767	-77.0237110	Pennsylvania Ave / 9th St NW	11767	11767	0
MDTAC:1441		Washington, DC	1333	0	3	38.8874567	-77.0245110	Independence Ave / 9th St SW	13634	13634	0
MDTAC:2218		Washington, DC	1037	0	3	38.9024663	-77.0437390	K St / 19th St NW	11592	11592	0
MDTAC:1414		Washington, DC	1129	0	3	38.8935990	-77.0234590	Pennsylvania Ave / 9th St NW	11760	11760	0
MDTAC:1411		Washington, DC	399	0	3	38.8957124	-77.0318140	14th St / E / Penn Ave NW	11757	11757	0
MDTAC:1372		Washington, DC	1349	0	3	38.9009375	-77.0500430	23rd St / I St NW	11643	11643	0
MDTAC:1593		Washington, DC	460	0	3	38.8921871	-77.0325960	Constitution Ave / 14 / 15 NW	11893	11893	0
MDTAC:1439		Washington, DC	509	0	3	38.8921871	-77.0318320	14th St / Constitution Ave NW	11646	11646	0
MDTAC:1440		Washington, DC	1092	0	3	38.8874567	-77.0284410	Independence Ave / 12th St	11648	11648	0
MDTAC:1591		Washington, DC	1487	0	3	38.8880772	-77.0217510	7th St / Independence Ave SW	11796	11796	0
MDTAC:1592		Washington, DC	1156	0	3	38.8922231	-77.0235310	Constitution Ave / 9th St NW	11797	11797	0
