title	subtitle	id	networkName	networkId	color	textColor	latitude	longitude	type	location	bike_count	electric_bike_count	dock_count
Electric scooter		1de79c48-8062-4c70-acd5-16314134dcb6	Spin	613	FF5436	FFFFFF	38.9105287	-77.0267611	electric-scooter	Washington, DC	0	0	0
Electric scooter		885c181e-62f8-457c-bdd7-facfa356bce6	Spin	613	FF5436	FFFFFF	38.8995198	-77.0320751	electric-scooter	Washington, DC	0	0	0
Electric scooter		e542f258-e941-46b1-8832-6235c744fa2e	Spin	613	FF5436	FFFFFF	38.8992019	-77.0329748	electric-scooter	Washington, DC	0	0	0
Electric scooter		64671479-8529-4f85-82f4-c85dd0570239	Spin	613	FF5436	FFFFFF	38.9095438	-77.0271691	electric-scooter	Washington, DC	0	0	0
Electric scooter		171971a9-b1f1-4fd1-a87a-b437e4e83259	Spin	613	FF5436	FFFFFF	38.9001709	-77.0331568	electric-scooter	Washington, DC	0	0	0
Electric scooter		e85dd11f-9a01-4255-a7db-f71b4f6e0443	Spin	613	FF5436	FFFFFF	38.9023346	-77.0347608	electric-scooter	Washington, DC	0	0	0
Electric scooter		3eecf79b-4e63-46aa-a6a9-a38155b103f8	Spin	613	FF5436	FFFFFF	38.9104829	-77.0437648	electric-scooter	Washington, DC	0	0	0
Electric scooter		f248e04c-3cf1-4a53-a793-80e3e6d0b152	Spin	613	FF5436	FFFFFF	38.9023788	-77.0426212	electric-scooter	Washington, DC	0	0	0
Electric scooter		c49826f0-1ffd-419f-81d2-9eabbe540fdd	Spin	613	FF5436	FFFFFF	38.9108945	-77.0321040	electric-scooter	Washington, DC	0	0	0
Electric scooter		60a6121f-6ee5-4952-b3e4-a476f99b4233	Spin	613	FF5436	FFFFFF	38.9111152	-77.0326107	electric-scooter	Washington, DC	0	0	0
Electric scooter		8a4e6bbb-357c-47dd-9d45-fc253253469d	Spin	613	FF5436	FFFFFF	38.9155216	-77.0357938	electric-scooter	Washington, DC	0	0	0
Electric scooter		e092809a-4340-4596-a415-d06c048c50c3	Spin	613	FF5436	FFFFFF	38.9130808	-77.0433670	electric-scooter	Washington, DC	0	0	0
Electric scooter		5414bbc3-b4a5-49af-b37e-c8173aa7fcb3	Spin	613	FF5436	FFFFFF	38.9027472	-77.0402637	electric-scooter	Washington, DC	0	0	0
Electric scooter		288035bd-f632-4217-b845-132f146e6b46	Spin	613	FF5436	FFFFFF	38.9071616	-77.0438920	electric-scooter	Washington, DC	0	0	0
Electric scooter		2c071557-cec5-4c4e-9a19-5d3ee25a4802	Spin	613	FF5436	FFFFFF	38.9027220	-77.0300066	electric-scooter	Washington, DC	0	0	0
Electric scooter		b24c10e4-538a-410e-a09b-7dd5d23e3288	Spin	613	FF5436	FFFFFF	38.9028693	-77.0343585	electric-scooter	Washington, DC	0	0	0
Electric scooter		7dd3c396-75fb-4df1-ab3c-89c1ca0f2ec2	Spin	613	FF5436	FFFFFF	38.9041975	-77.0433235	electric-scooter	Washington, DC	0	0	0
Electric scooter		99804267-d281-4be3-a1ab-1273c7ebff24	Spin	613	FF5436	FFFFFF	38.9069922	-77.0344211	electric-scooter	Washington, DC	0	0	0
Electric scooter		fc562e36-71b3-4a32-a1ee-4f15f5d1d749	Spin	613	FF5436	FFFFFF	38.9135472	-77.0415638	electric-scooter	Washington, DC	0	0	0
Electric scooter		6eb02b13-4008-426b-a00a-fa2fe565c259	Spin	613	FF5436	FFFFFF	38.9021835	-77.0364505	electric-scooter	Washington, DC	0	0	0
Electric scooter		26304729-1b62-416f-b98b-a00b023c75e0	Spin	613	FF5436	FFFFFF	38.9051880	-77.0447874	electric-scooter	Washington, DC	0	0	0
Electric scooter		69f09522-2f31-4c58-a1e0-8ef20757f0d3	Spin	613	FF5436	FFFFFF	38.9014481	-77.0446886	electric-scooter	Washington, DC	0	0	0
Electric scooter		59255ab3-ca2c-4d9d-a674-f57f21695d1a	Spin	613	FF5436	FFFFFF	38.9012415	-77.0328206	electric-scooter	Washington, DC	0	0	0
Electric scooter		96b40482-654e-413a-bb25-1fda350c7a6f	Spin	613	FF5436	FFFFFF	38.9095885	-77.0450922	electric-scooter	Washington, DC	0	0	0
Electric scooter		81b812ed-afc0-4a6e-af44-0692e5305e7d	Spin	613	FF5436	FFFFFF	38.9079149	-77.0438115	electric-scooter	Washington, DC	0	0	0
Electric scooter		ca641eff-07f7-4a45-86f1-bbf125a69efa	Spin	613	FF5436	FFFFFF	38.9003253	-77.0299899	electric-scooter	Washington, DC	0	0	0
Electric scooter		b8f40a98-1b67-459b-9ae5-69b9b053d7af	Spin	613	FF5436	FFFFFF	38.9118390	-77.0334761	electric-scooter	Washington, DC	0	0	0
Electric scooter		f36e822b-8b0a-4cb4-accb-9eb411be4d00	Spin	613	FF5436	FFFFFF	38.9000492	-77.0337110	electric-scooter	Washington, DC	0	0	0
Electric scooter		e9019eae-1974-4c98-af58-42bb9a55b63c	Spin	613	FF5436	FFFFFF	38.9107702	-77.0295780	electric-scooter	Washington, DC	0	0	0
Electric scooter		a5a40908-0150-460a-a686-ccc652a55ab9	Spin	613	FF5436	FFFFFF	38.9047972	-77.0356783	electric-scooter	Washington, DC	0	0	0
Electric scooter		45675bf7-9ad9-476a-b848-dbf3eef3a2f3	Spin	613	FF5436	FFFFFF	38.9095468	-77.0270737	electric-scooter	Washington, DC	0	0	0
Electric scooter		7c14857c-615f-4d83-bc9e-24e333530651	Spin	613	FF5436	FFFFFF	38.9112966	-77.0442140	electric-scooter	Washington, DC	0	0	0
Electric scooter		7f3cc08a-9d72-400c-9096-8591f1a72d88	Spin	613	FF5436	FFFFFF	38.9043879	-77.0319510	electric-scooter	Washington, DC	0	0	0
Electric scooter		cd038aac-4af6-4d0a-b56f-f4c7ca0fb8a3	Spin	613	FF5436	FFFFFF	38.9003147	-77.0329711	electric-scooter	Washington, DC	0	0	0
Electric scooter		9d550906-b30f-4e83-bfc5-cb6136eca6ff	Spin	613	FF5436	FFFFFF	38.9038006	-77.0363740	electric-scooter	Washington, DC	0	0	0
Electric scooter		ba0c01a3-e8ba-473a-9cc2-67e30a4aa2e7	Spin	613	FF5436	FFFFFF	38.9023427	-77.0318635	electric-scooter	Washington, DC	0	0	0
Electric scooter		37af598a-9d2b-4899-a199-861b7a1554dd	Spin	613	FF5436	FFFFFF	38.9050788	-77.0364538	electric-scooter	Washington, DC	0	0	0
Electric scooter		ba1b36eb-b844-427e-982e-f71c53f45235	Spin	613	FF5436	FFFFFF	38.9148802	-77.0416723	electric-scooter	Washington, DC	0	0	0
Electric scooter		266ab4e2-dbc7-4981-a9bd-0e9c15173b0c	Spin	613	FF5436	FFFFFF	38.9015647	-77.0409600	electric-scooter	Washington, DC	0	0	0
Electric scooter		95ad0af8-41fa-439c-bab7-295ab8c8c50a	Spin	613	FF5436	FFFFFF	38.9083659	-77.0338338	electric-scooter	Washington, DC	0	0	0
Electric scooter		91dee538-8cfb-4318-bee4-d7949df267e7	Spin	613	FF5436	FFFFFF	38.9086423	-77.0347428	electric-scooter	Washington, DC	0	0	0
Electric scooter		d97d4d6b-ae6e-4a5e-94bf-dbe39bd2e5d6	Spin	613	FF5436	FFFFFF	38.9087084	-77.0409427	electric-scooter	Washington, DC	0	0	0
Electric scooter		c063783b-646f-4630-8a4b-1629364a01c1	Spin	613	FF5436	FFFFFF	38.9012207	-77.0327972	electric-scooter	Washington, DC	0	0	0
Electric scooter		13f7b338-b5a8-4598-83bb-4c3c884903db	Spin	613	FF5436	FFFFFF	38.9059994	-77.0397948	electric-scooter	Washington, DC	0	0	0
Electric scooter		0cd9989e-88f2-4654-8d29-d47eae58265d	Spin	613	FF5436	FFFFFF	38.8989258	-77.0349275	electric-scooter	Washington, DC	0	0	0
Electric scooter		41a5465c-4ccf-48f9-9405-a673100966d3	Spin	613	FF5436	FFFFFF	38.9026946	-77.0282703	electric-scooter	Washington, DC	0	0	0
Electric scooter		00b32f89-d6c8-4b99-9462-0e3029f1cb6d	Spin	613	FF5436	FFFFFF	38.9105346	-77.0290534	electric-scooter	Washington, DC	0	0	0
Electric scooter		c4e1a543-a849-4148-a3c2-e670e9e8b2f7	Spin	613	FF5436	FFFFFF	38.9023842	-77.0376524	electric-scooter	Washington, DC	0	0	0
Electric scooter		ff54c8a9-29e7-410d-b105-e6bb112faaf9	Spin	613	FF5436	FFFFFF	38.9110759	-77.0354533	electric-scooter	Washington, DC	0	0	0
Electric scooter		3f757bc8-3686-4f46-ad9d-913df031939d	Spin	613	FF5436	FFFFFF	38.9038859	-77.0445109	electric-scooter	Washington, DC	0	0	0
Electric scooter		30346ab9-7f5b-4032-bcb9-3d23dc562b17	Spin	613	FF5436	FFFFFF	38.9061810	-77.0476860	electric-scooter	Washington, DC	0	0	0
Electric scooter		5b3307f5-9fdf-4544-9ee4-cea4ef065046	Spin	613	FF5436	FFFFFF	38.9077114	-77.0320024	electric-scooter	Washington, DC	0	0	0
Electric scooter		44b4b02d-c99d-45d9-919a-4827473a59cf	Spin	613	FF5436	FFFFFF	38.9123630	-77.0433526	electric-scooter	Washington, DC	0	0	0
Electric scooter		45118b9f-0582-4445-b505-af8cebce106a	Spin	613	FF5436	FFFFFF	38.9110622	-77.0317269	electric-scooter	Washington, DC	0	0	0
Electric scooter		5875b616-99c7-431c-b58a-61acae715737	Spin	613	FF5436	FFFFFF	38.9013993	-77.0409745	electric-scooter	Washington, DC	0	0	0
Electric scooter		5d7fef1b-e14d-41ff-b404-6009ee380f79	Spin	613	FF5436	FFFFFF	38.9013833	-77.0387400	electric-scooter	Washington, DC	0	0	0
Electric scooter		e64c35ce-b8e3-4fab-95df-eadff8d6faa2	Spin	613	FF5436	FFFFFF	38.9111931	-77.0325075	electric-scooter	Washington, DC	0	0	0
Electric scooter		b61e69ae-da0c-441a-8b12-3e016405ef90	Spin	613	FF5436	FFFFFF	38.9012063	-77.0340631	electric-scooter	Washington, DC	0	0	0
Electric scooter		32bdf4a4-2f33-4f98-947e-c05a5c652806	Spin	613	FF5436	FFFFFF	38.9110906	-77.0380530	electric-scooter	Washington, DC	0	0	0
Electric scooter		cb619424-7a53-4d8c-9f44-2401120573fb	Spin	613	FF5436	FFFFFF	38.9059321	-77.0411085	electric-scooter	Washington, DC	0	0	0
Electric scooter		af667fd5-90a8-47f0-8d47-352e18e80678	Spin	613	FF5436	FFFFFF	38.9071553	-77.0451955	electric-scooter	Washington, DC	0	0	0
Electric scooter		71077414-1e6a-4baf-8f0f-39467e8b2bba	Spin	613	FF5436	FFFFFF	38.9072010	-77.0347288	electric-scooter	Washington, DC	0	0	0
Electric scooter		26446e01-1e07-49b8-ac1a-31a6a009fcec	Spin	613	FF5436	FFFFFF	38.9072368	-77.0329823	electric-scooter	Washington, DC	0	0	0
Electric scooter		8819222b-c53c-42eb-af44-9db9c0a147c8	Spin	613	FF5436	FFFFFF	38.9130740	-77.0435377	electric-scooter	Washington, DC	0	0	0
Electric scooter		e463dcb3-0fa2-4d06-97ff-de34629de00e	Spin	613	FF5436	FFFFFF	38.9063780	-77.0453907	electric-scooter	Washington, DC	0	0	0
Electric scooter		6c745e7f-8aca-4be1-934e-703372b3d5e7	Spin	613	FF5436	FFFFFF	38.9046599	-77.0393380	electric-scooter	Washington, DC	0	0	0
Electric scooter		3d6573ec-b2d1-430e-a9ed-270bf9a7cc7c	Spin	613	FF5436	FFFFFF	38.9097063	-77.0395235	electric-scooter	Washington, DC	0	0	0
Electric scooter		5cce2c96-d58a-4189-8d5e-1ae738dcce59	Spin	613	FF5436	FFFFFF	38.9112015	-77.0326990	electric-scooter	Washington, DC	0	0	0
Electric scooter		87cdbf6d-9595-46cd-b8d4-9dab8dd08c1f	Spin	613	FF5436	FFFFFF	38.9105264	-77.0437400	electric-scooter	Washington, DC	0	0	0
Electric scooter		6a4b0690-6e7b-4e77-ad2c-5668229f7402	Spin	613	FF5436	FFFFFF	38.8998649	-77.0334838	electric-scooter	Washington, DC	0	0	0
Electric scooter		19958348-7939-480d-bfc0-3d787b34d0ab	Spin	613	FF5436	FFFFFF	38.9003693	-77.0380094	electric-scooter	Washington, DC	0	0	0
Electric scooter		8db9ac61-8462-4ceb-8411-4db2645c294a	Spin	613	FF5436	FFFFFF	38.9075984	-77.0358266	electric-scooter	Washington, DC	0	0	0
Electric scooter		e74cc2ee-ecd7-436d-88d1-dc4eb0b5e50a	Spin	613	FF5436	FFFFFF	38.9123601	-77.0452579	electric-scooter	Washington, DC	0	0	0
Electric scooter		46aeed88-cbcb-4c84-88d7-30a34c5f5e26	Spin	613	FF5436	FFFFFF	38.9017882	-77.0363511	electric-scooter	Washington, DC	0	0	0
Electric scooter		a928636a-a5d4-4272-80e2-708e9c528dcf	Spin	613	FF5436	FFFFFF	38.9107052	-77.0296598	electric-scooter	Washington, DC	0	0	0
Electric scooter		702f5931-93d0-4348-aa13-4efb8847eefb	Spin	613	FF5436	FFFFFF	38.9026846	-77.0312794	electric-scooter	Washington, DC	0	0	0
Electric scooter		b1a90716-7db3-4ba7-8d07-3ea3d824f1d3	Spin	613	FF5436	FFFFFF	38.9023891	-77.0358677	electric-scooter	Washington, DC	0	0	0
Electric scooter		cb86c55a-d5ab-4c71-a918-7217175725ff	Spin	613	FF5436	FFFFFF	38.9123359	-77.0269997	electric-scooter	Washington, DC	0	0	0
Electric scooter		b020097f-c7b2-44e1-be0e-f3759ca8aafc	Spin	613	FF5436	FFFFFF	38.9119761	-77.0316077	electric-scooter	Washington, DC	0	0	0
Electric scooter		973ae9a2-011c-41f3-9104-028f8be571ee	Spin	613	FF5436	FFFFFF	38.9125326	-77.0334074	electric-scooter	Washington, DC	0	0	0
Electric scooter		1e283838-ac81-47c6-aa9f-65cd65d2aae5	Spin	613	FF5436	FFFFFF	38.9072913	-77.0396888	electric-scooter	Washington, DC	0	0	0
Electric scooter		613273ce-2aef-4efb-b44b-8d7819689528	Spin	613	FF5436	FFFFFF	38.9060398	-77.0398449	electric-scooter	Washington, DC	0	0	0
Electric scooter		cba12886-0d01-4c68-8505-87268550cb5c	Spin	613	FF5436	FFFFFF	38.9027748	-77.0384858	electric-scooter	Washington, DC	0	0	0
Electric scooter		5d5f6b28-7f79-423c-81bf-944b21f4bbd9	Spin	613	FF5436	FFFFFF	38.9095673	-77.0364038	electric-scooter	Washington, DC	0	0	0
Electric scooter		ccb002b7-08dd-45fd-bca2-2d9f986f31bc	Spin	613	FF5436	FFFFFF	38.9023400	-77.0358712	electric-scooter	Washington, DC	0	0	0
Electric scooter		0a77ec00-1ed9-42a1-83c2-b8f4e9f054fa	Spin	613	FF5436	FFFFFF	38.9113344	-77.0323337	electric-scooter	Washington, DC	0	0	0
Electric scooter		62d81958-a651-4c24-b6c1-b630a6787c7f	Spin	613	FF5436	FFFFFF	38.9107558	-77.0444887	electric-scooter	Washington, DC	0	0	0
Electric scooter		45a92965-3d42-4126-84c7-858c57b86119	Spin	613	FF5436	FFFFFF	38.9054654	-77.0468502	electric-scooter	Washington, DC	0	0	0
Electric scooter		98b16936-131d-47ea-a724-5ad32b4ea05c	Spin	613	FF5436	FFFFFF	38.9096249	-77.0338281	electric-scooter	Washington, DC	0	0	0
Electric scooter		02b2fd08-2da2-4f43-bc38-43dddd98ad0d	Spin	613	FF5436	FFFFFF	38.9041101	-77.0437304	electric-scooter	Washington, DC	0	0	0
Electric scooter		c20c4e4f-14d4-4977-b84c-48113e462a6e	Spin	613	FF5436	FFFFFF	38.9149251	-77.0400013	electric-scooter	Washington, DC	0	0	0
Electric scooter		a5e3d093-5e7a-4b2d-8be4-00f7ee237ae7	Spin	613	FF5436	FFFFFF	38.9015472	-77.0320759	electric-scooter	Washington, DC	0	0	0
Electric scooter		40ab9cdb-3871-4a20-bd35-4b210c72660c	Spin	613	FF5436	FFFFFF	38.9075749	-77.0344560	electric-scooter	Washington, DC	0	0	0
Electric scooter		9ac318e4-004f-42e6-901a-ee2dde2ac201	Spin	613	FF5436	FFFFFF	38.9087024	-77.0347194	electric-scooter	Washington, DC	0	0	0
Electric scooter		1f7adb51-4d19-46ce-b184-4a1558679623	Spin	613	FF5436	FFFFFF	38.9024108	-77.0397146	electric-scooter	Washington, DC	0	0	0
Electric scooter		8d3d4912-5aae-4432-8a4d-04e36dd8ae3f	Spin	613	FF5436	FFFFFF	38.9003321	-77.0424069	electric-scooter	Washington, DC	0	0	0
Electric scooter		c71c1c04-b3b9-465e-8274-b6c22760efe3	Spin	613	FF5436	FFFFFF	38.9000010	-77.0393208	electric-scooter	Washington, DC	0	0	0
Electric scooter		be6241b3-c842-4a9d-aa4b-1c2c6c339be7	Spin	613	FF5436	FFFFFF	38.9094061	-77.0321084	electric-scooter	Washington, DC	0	0	0
Electric scooter		744fda3d-a581-42d9-a869-d8b183a26b4f	Spin	613	FF5436	FFFFFF	38.9048458	-77.0433334	electric-scooter	Washington, DC	0	0	0
Electric scooter		f04cd4f5-eb70-418e-b221-a3f13f8a5628	Spin	613	FF5436	FFFFFF	38.9105166	-77.0437883	electric-scooter	Washington, DC	0	0	0
Electric scooter		44e74f84-9ce5-4671-8b6c-5a5cc8e06e3d	Spin	613	FF5436	FFFFFF	38.9076401	-77.0357830	electric-scooter	Washington, DC	0	0	0
Electric scooter		dc53d942-deea-485a-841b-ad33a0aed971	Spin	613	FF5436	FFFFFF	38.9110974	-77.0301194	electric-scooter	Washington, DC	0	0	0
Electric scooter		5b562468-400b-48a4-95e8-06969949d2c4	Spin	613	FF5436	FFFFFF	38.9028384	-77.0364514	electric-scooter	Washington, DC	0	0	0
Electric scooter		d8b35df4-2916-4bc5-9411-8e49041bddcc	Spin	613	FF5436	FFFFFF	38.9064473	-77.0457216	electric-scooter	Washington, DC	0	0	0
Electric scooter		b5bf7d47-dc60-41a3-8788-67eb19c98488	Spin	613	FF5436	FFFFFF	38.9055345	-77.0313800	electric-scooter	Washington, DC	0	0	0
Electric scooter		2ccdde3c-1e3c-4a04-aea0-9803c24fd0f6	Spin	613	FF5436	FFFFFF	38.9013823	-77.0436561	electric-scooter	Washington, DC	0	0	0
Electric scooter		82f0a028-65d7-4633-a41a-a52f6034293d	Spin	613	FF5436	FFFFFF	38.9008440	-77.0382942	electric-scooter	Washington, DC	0	0	0
Electric scooter		85750a14-4144-4369-84e5-00c61ce14ecd	Spin	613	FF5436	FFFFFF	38.9012469	-77.0332061	electric-scooter	Washington, DC	0	0	0
Electric scooter		21f301c7-4572-4933-b5f7-b76d0c0f73b8	Spin	613	FF5436	FFFFFF	38.9147733	-77.0321246	electric-scooter	Washington, DC	0	0	0
Electric scooter		cc54eb42-a04d-456d-bc95-e5592e22ffa5	Spin	613	FF5436	FFFFFF	38.9051839	-77.0434241	electric-scooter	Washington, DC	0	0	0
Electric scooter		d8a50f60-5ec2-4b87-aa3b-0a8eb9b6d5ec	Spin	613	FF5436	FFFFFF	38.9004612	-77.0296047	electric-scooter	Washington, DC	0	0	0
Electric scooter		1fbaa793-c23e-48ec-8efb-451f5c4808ba	Spin	613	FF5436	FFFFFF	38.9027491	-77.0383679	electric-scooter	Washington, DC	0	0	0
Electric scooter		df70ab84-e304-470b-8a26-cd91c8d80a74	Spin	613	FF5436	FFFFFF	38.9072620	-77.0404284	electric-scooter	Washington, DC	0	0	0
Electric scooter		63e26496-7d3e-4c8a-af8f-7ff1dea91ab0	Spin	613	FF5436	FFFFFF	38.9076149	-77.0358380	electric-scooter	Washington, DC	0	0	0
Electric scooter		232d4721-6b8e-4bdd-a2ba-5825cc44d5e4	Spin	613	FF5436	FFFFFF	38.9155549	-77.0350344	electric-scooter	Washington, DC	0	0	0
Electric scooter		b62ded3f-5a8d-472d-835f-e89ececb3619	Spin	613	FF5436	FFFFFF	38.9084795	-77.0321423	electric-scooter	Washington, DC	0	0	0
Electric scooter		b2ea3dc7-58b5-40cb-b0f2-4847d71f381e	Spin	613	FF5436	FFFFFF	38.9095862	-77.0421289	electric-scooter	Washington, DC	0	0	0
Electric scooter		5b063b46-1b33-47e4-9209-e62945f4630b	Spin	613	FF5436	FFFFFF	38.9013971	-77.0419044	electric-scooter	Washington, DC	0	0	0
Electric scooter		20ce44e7-2602-4ba3-b6e1-245d0515569b	Spin	613	FF5436	FFFFFF	38.9008153	-77.0296604	electric-scooter	Washington, DC	0	0	0
Electric scooter		54f62758-69c1-4543-a6d6-82169dc8918b	Spin	613	FF5436	FFFFFF	38.9055656	-77.0420711	electric-scooter	Washington, DC	0	0	0
Electric scooter		2597bba2-46c5-4962-9dba-e5ca00569411	Spin	613	FF5436	FFFFFF	38.9097367	-77.0341613	electric-scooter	Washington, DC	0	0	0
Electric scooter		b1460a62-bb53-4def-a487-021ebf69b465	Spin	613	FF5436	FFFFFF	38.9089298	-77.0341650	electric-scooter	Washington, DC	0	0	0
Electric scooter		6a5b223e-998f-450e-8db0-2a789f9b4ea9	Spin	613	FF5436	FFFFFF	38.9135862	-77.0398800	electric-scooter	Washington, DC	0	0	0
Electric scooter		2ee9fd86-14c9-40d8-9183-efc7de69ef76	Spin	613	FF5436	FFFFFF	38.9011647	-77.0337435	electric-scooter	Washington, DC	0	0	0
Electric scooter		9c7ba7b3-6524-4818-ba83-05b050a56b95	Spin	613	FF5436	FFFFFF	38.9097963	-77.0424051	electric-scooter	Washington, DC	0	0	0
Electric scooter		6ca1350f-ee67-4396-b490-96e4e7d729d2	Spin	613	FF5436	FFFFFF	38.9027134	-77.0375110	electric-scooter	Washington, DC	0	0	0
Electric scooter		2c458306-00d9-4628-a706-757d8a6b35c1	Spin	613	FF5436	FFFFFF	38.9024573	-77.0392919	electric-scooter	Washington, DC	0	0	0
Electric scooter		c1a9c24e-8a84-4a4f-97b6-8a031ed093b0	Spin	613	FF5436	FFFFFF	38.9015610	-77.0321708	electric-scooter	Washington, DC	0	0	0
Electric scooter		d4eedcbd-a6b0-40d0-ada1-2c57de9f4504	Spin	613	FF5436	FFFFFF	38.9070444	-77.0467613	electric-scooter	Washington, DC	0	0	0
Electric scooter		bee7c0c0-59c3-4ebd-bb88-b0672b274e01	Spin	613	FF5436	FFFFFF	38.9002321	-77.0373178	electric-scooter	Washington, DC	0	0	0
Electric scooter		d4e69df8-43e2-406e-9ad5-c54571811b72	Spin	613	FF5436	FFFFFF	38.9123044	-77.0447500	electric-scooter	Washington, DC	0	0	0
Electric scooter		0130c902-6208-486e-a352-e5631d4c45c7	Spin	613	FF5436	FFFFFF	38.9012195	-77.0328236	electric-scooter	Washington, DC	0	0	0
Electric scooter		eaa2fc59-a4d2-4e0b-b899-97c21914599e	Spin	613	FF5436	FFFFFF	38.9002823	-77.0306956	electric-scooter	Washington, DC	0	0	0
Electric scooter		a919383c-6b81-4f3e-84ff-638dc8c9985a	Spin	613	FF5436	FFFFFF	38.9103813	-77.0336648	electric-scooter	Washington, DC	0	0	0
Electric scooter		5cb42843-e27f-49ff-943e-72f2178d2d7d	Spin	613	FF5436	FFFFFF	38.9012658	-77.0332914	electric-scooter	Washington, DC	0	0	0
Electric scooter		e2d4cf7f-14a0-46c6-8f21-8ae0e4d89531	Spin	613	FF5436	FFFFFF	38.9110625	-77.0325491	electric-scooter	Washington, DC	0	0	0
Electric scooter		df6507ec-6e17-407a-a25a-d8e3ef106f7e	Spin	613	FF5436	FFFFFF	38.9050610	-77.0364607	electric-scooter	Washington, DC	0	0	0
Electric scooter		bbd26e79-2d65-4bcd-80c9-f8694ae123a5	Spin	613	FF5436	FFFFFF	38.9127780	-77.0318745	electric-scooter	Washington, DC	0	0	0
Electric scooter		e7297369-ae71-49d7-b617-9f6667658bfd	Spin	613	FF5436	FFFFFF	38.9006734	-77.0300069	electric-scooter	Washington, DC	0	0	0
Electric scooter		b5a887e0-afc0-4e3e-b447-2792fc5d3d87	Spin	613	FF5436	FFFFFF	38.9027640	-77.0401442	electric-scooter	Washington, DC	0	0	0
Electric scooter		d92ad4c6-3e1c-42a0-80a6-0ba6a536e717	Spin	613	FF5436	FFFFFF	38.9005778	-77.0298357	electric-scooter	Washington, DC	0	0	0
Electric scooter		1b54b339-e0fb-4758-b7df-3b9f41d798a0	Spin	613	FF5436	FFFFFF	38.9013791	-77.0405986	electric-scooter	Washington, DC	0	0	0
Electric scooter		f0483546-013a-4382-b77b-3ef0b652b9d0	Spin	613	FF5436	FFFFFF	38.9110930	-77.0451950	electric-scooter	Washington, DC	0	0	0
Electric scooter		b8dfc704-89db-4c41-81d8-49d389d05abc	Spin	613	FF5436	FFFFFF	38.9018479	-77.0363004	electric-scooter	Washington, DC	0	0	0
Electric scooter		7984ff04-4b1a-43aa-b0c4-582e892a46ba	Spin	613	FF5436	FFFFFF	38.9026775	-77.0426629	electric-scooter	Washington, DC	0	0	0
Electric scooter		c35811ee-d26f-4a11-83a4-17f9fc1fa5ce	Spin	613	FF5436	FFFFFF	38.9097225	-77.0460761	electric-scooter	Washington, DC	0	0	0
Electric scooter		3cfe6dcd-df16-4ba8-a0e8-b60c1c56054e	Spin	613	FF5436	FFFFFF	38.9097280	-77.0353093	electric-scooter	Washington, DC	0	0	0
Electric scooter		a7b923f7-0465-48d2-a5f6-e45778aecf62	Spin	613	FF5436	FFFFFF	38.9008447	-77.0317219	electric-scooter	Washington, DC	0	0	0
Electric scooter		a641eb05-9053-4d37-9f2f-78896edac776	Spin	613	FF5436	FFFFFF	38.9068627	-77.0330945	electric-scooter	Washington, DC	0	0	0
Electric scooter		eb9dee5b-0b12-41d9-a131-508754f37020	Spin	613	FF5436	FFFFFF	38.9003027	-77.0353421	electric-scooter	Washington, DC	0	0	0
Electric scooter		2eb5af05-0f92-4bf9-a994-d7cd34520a50	Spin	613	FF5436	FFFFFF	38.9054662	-77.0314542	electric-scooter	Washington, DC	0	0	0
Electric scooter		f63f1b1e-bbde-473d-b5db-2213227e9df5	Spin	613	FF5436	FFFFFF	38.9076204	-77.0357726	electric-scooter	Washington, DC	0	0	0
Electric scooter		88115070-485c-4822-8990-1d79090f0a0f	Spin	613	FF5436	FFFFFF	38.9066825	-77.0418222	electric-scooter	Washington, DC	0	0	0
Electric scooter		8b0aa7cb-8b2b-4e8d-9f8d-94520b00be52	Spin	613	FF5436	FFFFFF	38.9100494	-77.0399810	electric-scooter	Washington, DC	0	0	0
Electric scooter		4c0d3bb8-d554-45b5-a912-59342be1b30b	Spin	613	FF5436	FFFFFF	38.8998051	-77.0338506	electric-scooter	Washington, DC	0	0	0
Electric scooter		fbabc99f-611a-4a7e-9eb5-5b589ca09e9e	Spin	613	FF5436	FFFFFF	38.9002993	-77.0382991	electric-scooter	Washington, DC	0	0	0
Electric scooter		55941542-3dcc-403a-a1b1-5334e587d2e3	Spin	613	FF5436	FFFFFF	38.9105097	-77.0437880	electric-scooter	Washington, DC	0	0	0
Electric scooter		265f4938-83e9-497e-a779-51073805147a	Spin	613	FF5436	FFFFFF	38.9045824	-77.0346776	electric-scooter	Washington, DC	0	0	0
Electric scooter		7b9a592c-3780-4665-82dc-c254898f5332	Spin	613	FF5436	FFFFFF	38.9099983	-77.0400514	electric-scooter	Washington, DC	0	0	0
Electric scooter		cf33e49b-c52d-49e2-8a1f-23d0d324d1a0	Spin	613	FF5436	FFFFFF	38.9009416	-77.0381519	electric-scooter	Washington, DC	0	0	0
Electric scooter		abae50b1-cb86-4128-ba83-0a540b7ae613	Spin	613	FF5436	FFFFFF	38.9026904	-77.0374419	electric-scooter	Washington, DC	0	0	0
Electric scooter		c68afd5b-a7b9-4b43-8150-064be9b16d01	Spin	613	FF5436	FFFFFF	38.9135548	-77.0318306	electric-scooter	Washington, DC	0	0	0
Electric scooter		ba9a58b9-367c-41ec-844b-7638ba24d91d	Spin	613	FF5436	FFFFFF	38.9104849	-77.0437656	electric-scooter	Washington, DC	0	0	0
