title	subtitle	id	networkName	networkId	color	textColor	latitude	longitude	type	location	bike_count	electric_bike_count	dock_count
Electric scooter		4070f1f4-471e-4f8a-a1dc-1fd8a1bbeebb	Lime	678	14D200	FFFFFF	38.9096890	-77.0364070	electric-scooter	Washington, DC	0	0	0
Electric scooter		784a6135-9394-4f19-a49e-f2acdceceebc	Lime	678	14D200	FFFFFF	38.9164330	-77.0384430	electric-scooter	Washington, DC	0	0	0
Electric scooter		d8058f8b-afa5-4b7e-993e-61d986677b42	Lime	678	14D200	FFFFFF	38.8995870	-77.0393020	electric-scooter	Washington, DC	0	0	0
Electric scooter		70232daf-3165-48e0-917d-bfbcaf4d7ddb	Lime	678	14D200	FFFFFF	38.9067600	-77.0271700	electric-scooter	Washington, DC	0	0	0
Electric scooter		7fddb4d9-9205-457b-8a54-0d4a9b3e9d5e	Lime	678	14D200	FFFFFF	38.9038660	-77.0275130	electric-scooter	Washington, DC	0	0	0
Electric scooter		3adfebab-929b-41cb-8cde-793e8da307c9	Lime	678	14D200	FFFFFF	38.9027300	-77.0284110	electric-scooter	Washington, DC	0	0	0
Electric scooter		568daa06-02ee-487d-bc9d-5979ade3d269	Lime	678	14D200	FFFFFF	38.9031200	-77.0292820	electric-scooter	Washington, DC	0	0	0
Electric scooter		472306e0-a07f-4042-9598-6edf76c4fd12	Lime	678	14D200	FFFFFF	38.9036650	-77.0294330	electric-scooter	Washington, DC	0	0	0
Electric scooter		577de39d-c473-4fa3-b8dc-d1674b4c0bc2	Lime	678	14D200	FFFFFF	38.9140130	-77.0295730	electric-scooter	Washington, DC	0	0	0
Electric scooter		4b1ceca2-d686-4790-886b-391fe1a95658	Lime	678	14D200	FFFFFF	38.9049910	-77.0296000	electric-scooter	Washington, DC	0	0	0
Electric scooter		4c6bd743-13e5-4447-a688-701dfdb413cc	Lime	678	14D200	FFFFFF	38.9048700	-77.0297970	electric-scooter	Washington, DC	0	0	0
Electric scooter		ae475d81-936e-4bf7-9a95-b6fbb6beb68c	Lime	678	14D200	FFFFFF	38.9025870	-77.0303550	electric-scooter	Washington, DC	0	0	0
Electric scooter		452f660b-f47c-4b06-9b1e-2ad81821609a	Lime	678	14D200	FFFFFF	38.9000570	-77.0304420	electric-scooter	Washington, DC	0	0	0
Electric scooter		8c784b47-e316-41b7-a0eb-8beca029039b	Lime	678	14D200	FFFFFF	38.9014920	-77.0316510	electric-scooter	Washington, DC	0	0	0
Electric scooter		b0080493-4e89-4131-8993-77ca7276927e	Lime	678	14D200	FFFFFF	38.9097640	-77.0319260	electric-scooter	Washington, DC	0	0	0
Electric scooter		fa9385be-8a81-45d5-a19e-3ff7560c7301	Lime	678	14D200	FFFFFF	38.9045560	-77.0321360	electric-scooter	Washington, DC	0	0	0
Electric scooter		4cd54859-82c7-4594-950c-b68ecd685df3	Lime	678	14D200	FFFFFF	38.9096830	-77.0327050	electric-scooter	Washington, DC	0	0	0
Electric scooter		597df591-b0f3-4fee-929c-470052be7047	Lime	678	14D200	FFFFFF	38.9027730	-77.0327200	electric-scooter	Washington, DC	0	0	0
Electric scooter		e2e758c9-d3f1-4b97-a4d6-3e9e596a4fa0	Lime	678	14D200	FFFFFF	38.9097110	-77.0341710	electric-scooter	Washington, DC	0	0	0
Electric scooter		0ba53e63-be66-4081-9253-44e944e776d3	Lime	678	14D200	FFFFFF	38.9020120	-77.0344040	electric-scooter	Washington, DC	0	0	0
Electric scooter		efece886-6332-411f-96d1-17004388f787	Lime	678	14D200	FFFFFF	38.9050860	-77.0347210	electric-scooter	Washington, DC	0	0	0
Electric scooter		8b0811d7-7138-4323-aa96-e938e806d2cc	Lime	678	14D200	FFFFFF	38.9026050	-77.0356470	electric-scooter	Washington, DC	0	0	0
Electric scooter		387c1a26-800f-44c4-828b-c467c9f2ae6b	Lime	678	14D200	FFFFFF	38.9012630	-77.0365000	electric-scooter	Washington, DC	0	0	0
Electric scooter		bc0b19d0-0488-45af-8160-e8378458a7f4	Lime	678	14D200	FFFFFF	38.9022240	-77.0366870	electric-scooter	Washington, DC	0	0	0
Electric scooter		86c207e4-1761-4901-887c-ab55638bcb95	Lime	678	14D200	FFFFFF	38.9070260	-77.0377140	electric-scooter	Washington, DC	0	0	0
Electric scooter		93a9df5e-06b6-4d94-9d3d-f7f88b78004c	Lime	678	14D200	FFFFFF	38.9098930	-77.0384340	electric-scooter	Washington, DC	0	0	0
Electric scooter		1812f2d8-7084-46bd-bc99-088b9bfee80d	Lime	678	14D200	FFFFFF	38.9064050	-77.0386750	electric-scooter	Washington, DC	0	0	0
Electric scooter		03e3ea8d-d3e1-4c12-9d26-888df8cc419f	Lime	678	14D200	FFFFFF	38.9013290	-77.0388170	electric-scooter	Washington, DC	0	0	0
Electric scooter		dbd46ff2-b4e0-4125-ab24-c052a4f1e658	Lime	678	14D200	FFFFFF	38.9049200	-77.0259610	electric-scooter	Washington, DC	0	0	0
Electric scooter		a8aa2c00-1f49-4c54-a06c-8105c1a4dd97	Lime	678	14D200	FFFFFF	38.9066290	-77.0271330	electric-scooter	Washington, DC	0	0	0
Electric scooter		e78f237b-b102-4536-9f30-ac19c6ae0336	Lime	678	14D200	FFFFFF	38.9107330	-77.0272370	electric-scooter	Washington, DC	0	0	0
Electric scooter		ccdd8013-51b7-4637-a7f7-6eacce6655a5	Lime	678	14D200	FFFFFF	38.9066880	-77.0280890	electric-scooter	Washington, DC	0	0	0
Electric scooter		7a99ed6b-b635-4f2e-b1cb-cd0a57721f99	Lime	678	14D200	FFFFFF	38.9126470	-77.0281850	electric-scooter	Washington, DC	0	0	0
Electric scooter		6022ebec-9e37-4040-9ff9-ffa57c660ed6	Lime	678	14D200	FFFFFF	38.9039200	-77.0282090	electric-scooter	Washington, DC	0	0	0
Electric scooter		5b79316c-27a9-44e3-b452-8bc7af1c0f23	Lime	678	14D200	FFFFFF	38.9025290	-77.0282370	electric-scooter	Washington, DC	0	0	0
Electric scooter		11f3a7b4-60db-4668-bbfa-3b095d5197aa	Lime	678	14D200	FFFFFF	38.9104690	-77.0282400	electric-scooter	Washington, DC	0	0	0
Electric scooter		b9d0bfd2-d736-4543-93cf-7283979369c8	Lime	678	14D200	FFFFFF	38.9026690	-77.0284920	electric-scooter	Washington, DC	0	0	0
Electric scooter		8574669b-7a47-405c-ad72-c13d2d2baa5b	Lime	678	14D200	FFFFFF	38.9025950	-77.0306110	electric-scooter	Washington, DC	0	0	0
Electric scooter		97815f83-35ae-4950-8270-0f20487f3e1e	Lime	678	14D200	FFFFFF	38.9001550	-77.0309130	electric-scooter	Washington, DC	0	0	0
Electric scooter		3a0f8388-5976-4d6a-800a-b56b957c27e9	Lime	678	14D200	FFFFFF	38.9105460	-77.0314140	electric-scooter	Washington, DC	0	0	0
Electric scooter		21c8beb7-a824-4f0d-8a51-eaad98667f21	Lime	678	14D200	FFFFFF	38.9013380	-77.0320080	electric-scooter	Washington, DC	0	0	0
Electric scooter		81dfd769-8bf3-413a-ac8f-74b111c94310	Lime	678	14D200	FFFFFF	38.9015140	-77.0321630	electric-scooter	Washington, DC	0	0	0
Electric scooter		4f5c0879-64b6-424d-abc2-be3226e95d37	Lime	678	14D200	FFFFFF	38.9032260	-77.0334440	electric-scooter	Washington, DC	0	0	0
Electric scooter		e55c04fe-44c7-4e92-b2ae-aac12d8513d6	Lime	678	14D200	FFFFFF	38.9033100	-77.0334500	electric-scooter	Washington, DC	0	0	0
Electric scooter		854f1f8d-27c4-45a8-9eca-950b241764be	Lime	678	14D200	FFFFFF	38.8999950	-77.0336670	electric-scooter	Washington, DC	0	0	0
Electric scooter		f9cee922-267e-4678-bb41-f6838412b525	Lime	678	14D200	FFFFFF	38.9011300	-77.0337400	electric-scooter	Washington, DC	0	0	0
Electric scooter		b292e3c8-9570-4dc1-ac65-9c08dadbee61	Lime	678	14D200	FFFFFF	38.9071910	-77.0343470	electric-scooter	Washington, DC	0	0	0
Electric scooter		eab16689-ab79-4002-a95f-efdcc2fa5251	Lime	678	14D200	FFFFFF	38.9034450	-77.0344770	electric-scooter	Washington, DC	0	0	0
Electric scooter		a6257360-c439-4b78-9341-de5de547c9bf	Lime	678	14D200	FFFFFF	38.9068080	-77.0345520	electric-scooter	Washington, DC	0	0	0
Electric scooter		a22cbcc5-7cb9-4ab8-a1c7-e68d723ce2f2	Lime	678	14D200	FFFFFF	38.9112840	-77.0346760	electric-scooter	Washington, DC	0	0	0
Electric scooter		2fa247d0-f65a-4c20-a494-1d65f811cb21	Lime	678	14D200	FFFFFF	38.9047950	-77.0355930	electric-scooter	Washington, DC	0	0	0
Electric scooter		649bb259-e221-468e-93ba-0c240a1dd441	Lime	678	14D200	FFFFFF	38.9025010	-77.0358810	electric-scooter	Washington, DC	0	0	0
Electric scooter		4b626b54-247d-4670-8ff4-b55fc4918199	Lime	678	14D200	FFFFFF	38.9026080	-77.0359670	electric-scooter	Washington, DC	0	0	0
Electric scooter		50039580-ac06-4038-a32b-abb5a16bc2a7	Lime	678	14D200	FFFFFF	38.9023350	-77.0364130	electric-scooter	Washington, DC	0	0	0
Electric scooter		37086cbe-a11f-4390-b549-fd70b883cbce	Lime	678	14D200	FFFFFF	38.9162340	-77.0365460	electric-scooter	Washington, DC	0	0	0
Electric scooter		dda51e46-4edf-48b7-87e0-aed888ff37bc	Lime	678	14D200	FFFFFF	38.9021670	-77.0365920	electric-scooter	Washington, DC	0	0	0
Electric scooter		9fe0c2e3-4d5b-42b4-aae4-2f9af7eab498	Lime	678	14D200	FFFFFF	38.9107500	-77.0366270	electric-scooter	Washington, DC	0	0	0
Electric scooter		1e686bd3-5984-43e4-9273-bc63d415881d	Lime	678	14D200	FFFFFF	38.9069440	-77.0377410	electric-scooter	Washington, DC	0	0	0
Electric scooter		435cb362-6372-4369-aeb6-48216cac12f9	Lime	678	14D200	FFFFFF	38.9055220	-77.0382730	electric-scooter	Washington, DC	0	0	0
Electric scooter		ee828d93-ad8d-415a-9a11-21767732b6b2	Lime	678	14D200	FFFFFF	38.9065020	-77.0386680	electric-scooter	Washington, DC	0	0	0
Electric scooter		5b730f44-8a62-4ef3-9d28-3c988922610d	Lime	678	14D200	FFFFFF	38.9073320	-77.0389890	electric-scooter	Washington, DC	0	0	0
Electric scooter		be09a2fe-10ba-4f6b-ab93-94fe4d26c250	Lime	678	14D200	FFFFFF	38.9024700	-77.0391240	electric-scooter	Washington, DC	0	0	0
Electric scooter		41b6afc0-7a02-45e4-8205-f8a7b4a4a3dc	Lime	678	14D200	FFFFFF	38.9037640	-77.0397210	electric-scooter	Washington, DC	0	0	0
Electric scooter		723adf32-f689-4f45-9d46-2b61c9a7e8f5	Lime	678	14D200	FFFFFF	38.8991220	-77.0402960	electric-scooter	Washington, DC	0	0	0
Electric scooter		1b191400-ed39-4147-bd67-b447220b51bd	Lime	678	14D200	FFFFFF	38.8992450	-77.0407200	electric-scooter	Washington, DC	0	0	0
Electric scooter		041151b6-63b4-4e44-8327-c2b416cd6d46	Lime	678	14D200	FFFFFF	38.9024580	-77.0410840	electric-scooter	Washington, DC	0	0	0
Electric scooter		341dfa7c-ce61-43a8-a5be-21e74b22be7a	Lime	678	14D200	FFFFFF	38.9002380	-77.0417880	electric-scooter	Washington, DC	0	0	0
Electric scooter		6f716b55-21ba-4b1c-b97d-05e5c18ed4b4	Lime	678	14D200	FFFFFF	38.9056740	-77.0419810	electric-scooter	Washington, DC	0	0	0
Electric scooter		18760f7a-6823-46e0-9d4f-5c3a875f1c6b	Lime	678	14D200	FFFFFF	38.9133870	-77.0423540	electric-scooter	Washington, DC	0	0	0
Electric scooter		698d9073-8c41-4668-9e93-71ecd89f8d6a	Lime	678	14D200	FFFFFF	38.9050630	-77.0434430	electric-scooter	Washington, DC	0	0	0
Electric scooter		6692537c-aa54-4a05-aa8e-217c28d2f139	Lime	678	14D200	FFFFFF	38.9120470	-77.0438750	electric-scooter	Washington, DC	0	0	0
Electric scooter		08d24ff2-1424-4b50-a8e1-49d8a15b8289	Lime	678	14D200	FFFFFF	38.9115380	-77.0444030	electric-scooter	Washington, DC	0	0	0
Electric scooter		e5d524cc-62b5-4a75-a838-cba3998136c6	Lime	678	14D200	FFFFFF	38.9070240	-77.0450100	electric-scooter	Washington, DC	0	0	0
Electric scooter		7fc2e954-446a-400d-8dc1-a8ad8e82431c	Lime	678	14D200	FFFFFF	38.9104170	-77.0259500	electric-scooter	Washington, DC	0	0	0
Electric scooter		3c2394b3-3efb-435b-82f4-45f30827438b	Lime	678	14D200	FFFFFF	38.9060440	-77.0260110	electric-scooter	Washington, DC	0	0	0
Electric scooter		38e6a12b-4f73-4f13-9674-345615a8124c	Lime	678	14D200	FFFFFF	38.9046780	-77.0260470	electric-scooter	Washington, DC	0	0	0
Electric scooter		fdf1949d-2298-4c98-b148-5524aec44590	Lime	678	14D200	FFFFFF	38.9086680	-77.0260610	electric-scooter	Washington, DC	0	0	0
Electric scooter		24ca05f9-654f-4f88-a217-5774427e889f	Lime	678	14D200	FFFFFF	38.9118110	-77.0269960	electric-scooter	Washington, DC	0	0	0
Electric scooter		81b5aba9-e801-410a-b15a-116c42c1babd	Lime	678	14D200	FFFFFF	38.9026800	-77.0296550	electric-scooter	Washington, DC	0	0	0
Electric scooter		421bec99-b7ce-4e7c-a86f-c7e2c6dbc3b0	Lime	678	14D200	FFFFFF	38.9119150	-77.0315990	electric-scooter	Washington, DC	0	0	0
Electric scooter		8eb4460e-195e-40c6-8ae5-d16ea9ff1b2c	Lime	678	14D200	FFFFFF	38.9122910	-77.0320360	electric-scooter	Washington, DC	0	0	0
Electric scooter		9bf5955c-4576-4ae3-8bb3-42a2be50f3ae	Lime	678	14D200	FFFFFF	38.9025600	-77.0320470	electric-scooter	Washington, DC	0	0	0
Electric scooter		0f44878b-0a16-433b-ad92-5e8404510099	Lime	678	14D200	FFFFFF	38.9026770	-77.0320480	electric-scooter	Washington, DC	0	0	0
Electric scooter		2b55c716-c5dc-4494-be3f-da8a1fa7135a	Lime	678	14D200	FFFFFF	38.9148780	-77.0334460	electric-scooter	Washington, DC	0	0	0
Electric scooter		86e72ba6-ad2a-45b2-8478-a7d462956d64	Lime	678	14D200	FFFFFF	38.8994550	-77.0337430	electric-scooter	Washington, DC	0	0	0
Electric scooter		05e0d482-72e5-46f4-9c99-d059348900ad	Lime	678	14D200	FFFFFF	38.8997850	-77.0338530	electric-scooter	Washington, DC	0	0	0
Electric scooter		2f07f7e7-f1f6-4975-82b6-7b553f22d38a	Lime	678	14D200	FFFFFF	38.9003820	-77.0338650	electric-scooter	Washington, DC	0	0	0
Electric scooter		486bba77-1728-4fcf-8cf1-a19ab77ef732	Lime	678	14D200	FFFFFF	38.9014080	-77.0346810	electric-scooter	Washington, DC	0	0	0
Electric scooter		22c5d8b7-ee5b-446e-80e0-6bf3bc48271c	Lime	678	14D200	FFFFFF	38.9000430	-77.0352450	electric-scooter	Washington, DC	0	0	0
Electric scooter		2814446c-216b-4256-b274-b3563d762b34	Lime	678	14D200	FFFFFF	38.9052590	-77.0259830	electric-scooter	Washington, DC	0	0	0
Electric scooter		4a99e374-bcb3-441a-994b-155b272bdbcd	Lime	678	14D200	FFFFFF	38.9049400	-77.0281540	electric-scooter	Washington, DC	0	0	0
Electric scooter		1f0bf767-78ec-48e5-9fe4-dbe336121dbf	Lime	678	14D200	FFFFFF	38.9106500	-77.0292300	electric-scooter	Washington, DC	0	0	0
Electric scooter		db5254da-6a9f-46e9-a51c-6f15460d8a77	Lime	678	14D200	FFFFFF	38.9094850	-77.0318150	electric-scooter	Washington, DC	0	0	0
Electric scooter		3def4172-ed2d-4174-86aa-ffe071115c9a	Lime	678	14D200	FFFFFF	38.9075730	-77.0318260	electric-scooter	Washington, DC	0	0	0
Electric scooter		fbd87e5f-6e77-4b18-9a82-929ed1980eb4	Lime	678	14D200	FFFFFF	38.9144130	-77.0321390	electric-scooter	Washington, DC	0	0	0
Electric scooter		d8c4972b-196d-4d17-a60a-e10014b793fd	Lime	678	14D200	FFFFFF	38.9126600	-77.0332010	electric-scooter	Washington, DC	0	0	0
Electric scooter		d4b1fb65-ed0c-4d03-bc60-ed8b19d92e2b	Lime	678	14D200	FFFFFF	38.9087370	-77.0345990	electric-scooter	Washington, DC	0	0	0
Electric scooter		8246805d-515d-45ae-affd-cfc518730c71	Lime	678	14D200	FFFFFF	38.9095930	-77.0355710	electric-scooter	Washington, DC	0	0	0
Electric scooter		0ff7d8b9-4b73-4486-9002-0d6a9b063c11	Lime	678	14D200	FFFFFF	38.9067000	-77.0379970	electric-scooter	Washington, DC	0	0	0
Electric scooter		6144f273-c948-49bf-a789-3ce02c16a019	Lime	678	14D200	FFFFFF	38.9056950	-77.0281190	electric-scooter	Washington, DC	0	0	0
Electric scooter		8ffc02f5-2143-47e0-8842-4d3510d29e2f	Lime	678	14D200	FFFFFF	38.9043090	-77.0282230	electric-scooter	Washington, DC	0	0	0
Electric scooter		1d604f31-820e-470a-8775-af1cc65555e6	Lime	678	14D200	FFFFFF	38.9015270	-77.0322260	electric-scooter	Washington, DC	0	0	0
Electric scooter		46c39731-64f3-418f-a35a-bfda12a77607	Lime	678	14D200	FFFFFF	38.9024340	-77.0391020	electric-scooter	Washington, DC	0	0	0
Electric scooter		a140323e-ab49-45c5-82ec-4ab7c4d8edb9	Lime	678	14D200	FFFFFF	38.8996870	-77.0392730	electric-scooter	Washington, DC	0	0	0
Electric scooter		ea76948e-039d-48c3-a08f-6f02323c6ec4	Lime	678	14D200	FFFFFF	38.9050620	-77.0347110	electric-scooter	Washington, DC	0	0	0
Electric scooter		da03d46a-66cd-4998-be2f-0217848c17c7	Lime	678	14D200	FFFFFF	38.9065490	-77.0253390	electric-scooter	Washington, DC	0	0	0
Electric scooter		87cb5414-e710-463a-a2b2-08f8456b0966	Lime	678	14D200	FFFFFF	38.9042250	-77.0272790	electric-scooter	Washington, DC	0	0	0
Electric scooter		cd597e0a-b121-4e17-abab-629931752149	Lime	678	14D200	FFFFFF	38.9048100	-77.0276860	electric-scooter	Washington, DC	0	0	0
Electric scooter		968da864-c41d-41ae-a5ff-5d4cedaec063	Lime	678	14D200	FFFFFF	38.9061960	-77.0280800	electric-scooter	Washington, DC	0	0	0
Electric scooter		1393ca5f-0ac7-4b63-899d-3f88c4f75c09	Lime	678	14D200	FFFFFF	38.9030970	-77.0281660	electric-scooter	Washington, DC	0	0	0
Electric scooter		733a1071-3d1c-4eb5-b95f-8f131482e496	Lime	678	14D200	FFFFFF	38.9013450	-77.0283430	electric-scooter	Washington, DC	0	0	0
Electric scooter		c67b0da4-100c-4d19-854e-c6fc7716d96c	Lime	678	14D200	FFFFFF	38.9127470	-77.0285090	electric-scooter	Washington, DC	0	0	0
Electric scooter		a30f01ac-0d78-44fe-88b2-1e91648bd575	Lime	678	14D200	FFFFFF	38.9072570	-77.0288830	electric-scooter	Washington, DC	0	0	0
Electric scooter		a50848cc-5921-45b7-9534-5fa32017d36f	Lime	678	14D200	FFFFFF	38.9036110	-77.0293200	electric-scooter	Washington, DC	0	0	0
Electric scooter		fec74c48-81a2-46d6-86d6-bf6000acfd3b	Lime	678	14D200	FFFFFF	38.9110660	-77.0297410	electric-scooter	Washington, DC	0	0	0
Electric scooter		12562343-dfb1-45a4-a216-2b73db9d84e7	Lime	678	14D200	FFFFFF	38.9062750	-77.0297490	electric-scooter	Washington, DC	0	0	0
Electric scooter		9093b2b9-5aba-4765-8050-30a0757c8165	Lime	678	14D200	FFFFFF	38.9025590	-77.0302520	electric-scooter	Washington, DC	0	0	0
Electric scooter		10dc6e40-21ee-4d18-9a56-15d3f7612751	Lime	678	14D200	FFFFFF	38.9013300	-77.0316640	electric-scooter	Washington, DC	0	0	0
Electric scooter		255d37e7-9dae-4999-bcf8-7f076a60901e	Lime	678	14D200	FFFFFF	38.9082580	-77.0320140	electric-scooter	Washington, DC	0	0	0
Electric scooter		d860b1e8-06f0-4a3c-a522-bf76b9845b5f	Lime	678	14D200	FFFFFF	38.9117690	-77.0320230	electric-scooter	Washington, DC	0	0	0
Electric scooter		6fe55bfc-3a19-492a-af17-f040a1bc12f2	Lime	678	14D200	FFFFFF	38.9142820	-77.0320580	electric-scooter	Washington, DC	0	0	0
Electric scooter		f0f4e265-d119-4acf-94e5-46d49c3ff2c1	Lime	678	14D200	FFFFFF	38.9126710	-77.0323340	electric-scooter	Washington, DC	0	0	0
Electric scooter		38e8f1df-1d65-46fe-8c36-3121db84df30	Lime	678	14D200	FFFFFF	38.9086320	-77.0326110	electric-scooter	Washington, DC	0	0	0
Electric scooter		4fc80df5-7e74-46ee-8ee7-9e91dd902d04	Lime	678	14D200	FFFFFF	38.9085330	-77.0332470	electric-scooter	Washington, DC	0	0	0
Electric scooter		439f5394-4233-4798-b847-d0093767306e	Lime	678	14D200	FFFFFF	38.9072070	-77.0335980	electric-scooter	Washington, DC	0	0	0
Electric scooter		5f3f926c-abd9-43af-a6e7-03d392e0b649	Lime	678	14D200	FFFFFF	38.9062520	-77.0336730	electric-scooter	Washington, DC	0	0	0
Electric scooter		39412b13-a8fc-45e9-9e66-31fabed5f416	Lime	678	14D200	FFFFFF	38.9011480	-77.0338980	electric-scooter	Washington, DC	0	0	0
Electric scooter		8799faab-ff16-41fa-abee-c5598789af0f	Lime	678	14D200	FFFFFF	38.9000410	-77.0340240	electric-scooter	Washington, DC	0	0	0
Electric scooter		15fe625a-e7ed-4bfa-9017-5565bc09aec1	Lime	678	14D200	FFFFFF	38.9015820	-77.0343090	electric-scooter	Washington, DC	0	0	0
Electric scooter		0e4cd10c-4f72-4c0b-bda7-e667a238cf58	Lime	678	14D200	FFFFFF	38.9102470	-77.0344380	electric-scooter	Washington, DC	0	0	0
Electric scooter		d04eef2d-fa5c-4cc7-bfab-09f77a4a8f0d	Lime	678	14D200	FFFFFF	38.8996330	-77.0345140	electric-scooter	Washington, DC	0	0	0
Electric scooter		f452ecf8-2ef8-4f17-8c4c-a9f292410508	Lime	678	14D200	FFFFFF	38.9023750	-77.0363970	electric-scooter	Washington, DC	0	0	0
Electric scooter		d72aa637-2522-441f-a316-0979df196bc4	Lime	678	14D200	FFFFFF	38.9054170	-77.0364160	electric-scooter	Washington, DC	0	0	0
Electric scooter		64413645-4e29-40c3-8b5e-97dc3c527cc6	Lime	678	14D200	FFFFFF	38.9140530	-77.0367400	electric-scooter	Washington, DC	0	0	0
Electric scooter		31ffe191-d0c8-41c1-9fca-254b0f539c03	Lime	678	14D200	FFFFFF	38.9071490	-77.0372700	electric-scooter	Washington, DC	0	0	0
Electric scooter		0a6e002a-0daf-426a-9dee-fcb8f60262c9	Lime	678	14D200	FFFFFF	38.9111910	-77.0373650	electric-scooter	Washington, DC	0	0	0
Electric scooter		d0545622-0f47-4190-8393-5ab86f605e4f	Lime	678	14D200	FFFFFF	38.9069590	-77.0377170	electric-scooter	Washington, DC	0	0	0
Electric scooter		27f3db36-f553-40f0-9231-153680d26049	Lime	678	14D200	FFFFFF	38.9012450	-77.0382390	electric-scooter	Washington, DC	0	0	0
Electric scooter		b1f26b5c-1513-4c5d-aad0-9b6f17788344	Lime	678	14D200	FFFFFF	38.9085450	-77.0383760	electric-scooter	Washington, DC	0	0	0
Electric scooter		a6310dfd-28d3-4e13-be4a-19c7ff4236a3	Lime	678	14D200	FFFFFF	38.9039890	-77.0384190	electric-scooter	Washington, DC	0	0	0
Electric scooter		fcfaef31-bcc3-4a8d-8724-eb286731a2e5	Lime	678	14D200	FFFFFF	38.9109270	-77.0385120	electric-scooter	Washington, DC	0	0	0
Electric scooter		4260cc1e-f4c8-47a3-83ee-fd4e86db772e	Lime	678	14D200	FFFFFF	38.9025790	-77.0389490	electric-scooter	Washington, DC	0	0	0
Electric scooter		c66c472c-5e37-4029-bce0-84c68ad7f59f	Lime	678	14D200	FFFFFF	38.9013640	-77.0391510	electric-scooter	Washington, DC	0	0	0
Electric scooter		d29387f7-2551-4d08-b855-e395720cdc9c	Lime	678	14D200	FFFFFF	38.9111400	-77.0392480	electric-scooter	Washington, DC	0	0	0
Electric scooter		33acd314-4080-4ff9-ad6f-a7fe259ec3de	Lime	678	14D200	FFFFFF	38.9026280	-77.0396500	electric-scooter	Washington, DC	0	0	0
Electric scooter		b0dcad1b-bf09-472b-9603-1477d5a9a6dc	Lime	678	14D200	FFFFFF	38.9132370	-77.0409900	electric-scooter	Washington, DC	0	0	0
Electric scooter		0a9a6d82-bb52-413f-8aa1-f0385670034f	Lime	678	14D200	FFFFFF	38.8996900	-77.0344330	electric-scooter	Washington, DC	0	0	0
Electric scooter		cab5f02e-fe04-4246-9201-3c8a455f8825	Lime	678	14D200	FFFFFF	38.9028640	-77.0281470	electric-scooter	Washington, DC	0	0	0
Electric scooter		6552e05f-82d5-4665-9422-ef9c1d7551f6	Lime	678	14D200	FFFFFF	38.9028380	-77.0281550	electric-scooter	Washington, DC	0	0	0
Electric scooter		a48d645e-b583-411b-96f7-df03f34796c0	Lime	678	14D200	FFFFFF	38.9025860	-77.0319930	electric-scooter	Washington, DC	0	0	0
Electric scooter		4ef93827-8e05-42c5-83fb-7b07ef5556b3	Lime	678	14D200	FFFFFF	38.9025460	-77.0361460	electric-scooter	Washington, DC	0	0	0
Electric scooter		f13aff03-90bf-4689-8b17-7d722a9e2c4b	Lime	678	14D200	FFFFFF	38.9038530	-77.0386030	electric-scooter	Washington, DC	0	0	0
Electric scooter		720922c3-35de-46d2-bead-75a222f35012	Lime	678	14D200	FFFFFF	38.9059900	-77.0259700	electric-scooter	Washington, DC	0	0	0
Electric scooter		fc40a5c2-0e21-43dc-a572-097d6f0e649e	Lime	678	14D200	FFFFFF	38.9078750	-77.0271170	electric-scooter	Washington, DC	0	0	0
Electric scooter		dcaf3f7c-52d0-4bed-a202-c14140c5bc24	Lime	678	14D200	FFFFFF	38.9068340	-77.0271300	electric-scooter	Washington, DC	0	0	0
Electric scooter		aa42fd4b-7057-4d6e-98e0-3318dab3350f	Lime	678	14D200	FFFFFF	38.9038830	-77.0279400	electric-scooter	Washington, DC	0	0	0
Electric scooter		0e6bf143-9f2c-4972-a5c1-ed9165007a55	Lime	678	14D200	FFFFFF	38.9062950	-77.0281470	electric-scooter	Washington, DC	0	0	0
Electric scooter		2f8f7cab-88e1-4eba-a0b9-518e5aeaf843	Lime	678	14D200	FFFFFF	38.9026820	-77.0281520	electric-scooter	Washington, DC	0	0	0
Electric scooter		59d8004b-517f-457d-89a8-abaf1b6871f0	Lime	678	14D200	FFFFFF	38.9028570	-77.0281840	electric-scooter	Washington, DC	0	0	0
Electric scooter		1d7dbd5b-4c1a-4039-be9b-b374b2cefdb8	Lime	678	14D200	FFFFFF	38.9029890	-77.0282240	electric-scooter	Washington, DC	0	0	0
Electric scooter		f47e4166-e066-4376-b8f7-82a34e5c314a	Lime	678	14D200	FFFFFF	38.9072410	-77.0288990	electric-scooter	Washington, DC	0	0	0
Electric scooter		599e5867-622a-4801-ac6a-9ce0179f1c8c	Lime	678	14D200	FFFFFF	38.9071570	-77.0289170	electric-scooter	Washington, DC	0	0	0
Electric scooter		87fa56cb-518f-4311-93b7-c1d344918f45	Lime	678	14D200	FFFFFF	38.9013780	-77.0289520	electric-scooter	Washington, DC	0	0	0
Electric scooter		93195fc4-3e8d-4a8a-bcf0-27c1399aeb0e	Lime	678	14D200	FFFFFF	38.9029920	-77.0294800	electric-scooter	Washington, DC	0	0	0
Electric scooter		81d83e34-8f48-4084-970a-6a77e14bb89c	Lime	678	14D200	FFFFFF	38.9030830	-77.0294960	electric-scooter	Washington, DC	0	0	0
Electric scooter		c96b1b07-6451-4c53-9e0c-bbb8a764a1c3	Lime	678	14D200	FFFFFF	38.9023540	-77.0296130	electric-scooter	Washington, DC	0	0	0
