route_short_name	location	global_route_id	route_long_name	route_type	network_name	latitudes	longitudes
721	Mclean, VA	FFC:37770	Chain Bridge Road - McLean	3	Fairfax Connector	38.9330	-77.1797
715	Mclean, VA	FFC:198868	East Falls Church - Langley	3	Fairfax Connector	38.9330	-77.1797
23T	Mclean, VA	WMATA:33902	McLean-Crystal City	3	Metrobus	38.9330	-77.1797
427	Mclean, VA	FFC:299686	Spring Hill Metro - Farm Credit	3	Fairfax Connector	38.9330	-77.1797
432	Mclean, VA	FFC:37764	Old Courthouse - Beulah	3	Fairfax Connector	38.9330	-77.1797
703	Mclean, VA	FFC:198870	Pimmit Hills	3	Fairfax Connector	38.9330	-77.1797
Silver	Mclean, VA	WMATAS:43779	Metrorail Silver Line	1	Metrorail	38.9330	-77.1797
722	Mclean, VA	FFC:171780	McLean - Langley	3	Fairfax Connector	38.9330	-77.1797
480	Mclean, VA	FFC:103569	Wolf Trap Special Shuttle	3	Fairfax Connector	38.9330	-77.1797
Orange	Mclean, VA	WMATAS:7380	Metrorail Orange Line	1	Metrorail	38.9330	-77.1797
798	Mclean, VA	FFC:316187	Tyrons - Bethesda	3	Fairfax Connector	38.9330	-77.1797
423	Mclean, VA	FFC:37762	Tysons Circulator - Westpark	3	Fairfax Connector	38.9330	-77.1797
660	Mclean, VA	FFC:235395	Centreville PnR - Tysons Exp	3	Fairfax Connector	38.9330	-77.1797
494	Mclean, VA	FFC:13483	Springfield - Tysons	3	Fairfax Connector	38.9330	-77.1797
495	Mclean, VA	FFC:10023	Burke Center VRE - Tysons	3	Fairfax Connector	38.9330	-77.1797
28A	Mclean, VA	WMATA:7711	Leesburg Pike	3	Metrobus	38.9330	-77.1797
463	Mclean, VA	FFC:9247	Maple Avenue - Tysons	3	Fairfax Connector	38.9330	-77.1797
